id,date,item_name,items_viewed,items_added_to_cart,items_purchased,item_revenue,created_at
2096,2025-10-25,Comida de Dragão - Original® - 90g / Compra única,25,5,0,0.00,2026-03-13 11:33:16.226053+00
2111,2025-10-25,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,10,2,0,0.00,2026-03-13 11:33:16.226053+00
2115,2025-10-25,Suplemento Concentrado - 200g / Compra única,8,1,0,0.00,2026-03-13 11:33:16.226053+00
2092,2025-10-26,Amostra Comida de Dragão - 50g / Compra única,109,138,0,0.00,2026-03-13 11:33:16.226053+00
2127,2025-10-26,Comida de Dragão - Original® - 90g / Compra única,6,0,0,0.00,2026-03-13 11:33:16.226053+00
2128,2025-10-26,Suplemento Concentrado - 200g / Compra única,6,0,0,0.00,2026-03-13 11:33:16.226053+00
2136,2025-10-26,Mordida de Dragão - Legumes - 180g / Compra única,4,0,0,0.00,2026-03-13 11:33:16.226053+00
2137,2025-10-26,Suplemento Integral - 180g / Compra única,4,1,0,0.00,2026-03-13 11:33:16.226053+00
2148,2025-10-26,Kit Completo Comida de Dragão (3X) - 180g / Compra única,2,0,0,0.00,2026-03-13 11:33:16.226053+00
2156,2025-10-26,Kit Mordida de Dragão,1,0,0,0.00,2026-03-13 11:33:16.226053+00
2157,2025-10-26,Mordida de Dragão - Spirulina - 180g / Compra única,1,0,0,0.00,2026-03-13 11:33:16.226053+00
2164,2025-10-26,Amostra Comida de Dragão,0,0,6,0.06,2026-03-13 11:33:16.226053+00
2090,2025-10-27,Amostra Comida de Dragão - 50g / Compra única,210,419,0,0.00,2026-03-13 11:33:16.226053+00
2130,2025-10-27,Kit Completo Comida de Dragão (3X) - 180g / Compra única,5,1,0,0.00,2026-03-13 11:33:16.226053+00
2131,2025-10-27,Suplemento Concentrado - 200g / Compra única,5,0,0,0.00,2026-03-13 11:33:16.226053+00
2132,2025-10-27,Suplemento para Gatos - 180g / Compra Única,5,0,0,0.00,2026-03-13 11:33:16.226053+00
2138,2025-10-27,Mordida de Dragão - Spirulina - 180g / Compra única,4,1,0,0.00,2026-03-13 11:33:16.226053+00
2139,2025-10-27,Suplemento Integral - 180g / Compra única,4,2,0,0.00,2026-03-13 11:33:16.226053+00
2146,2025-10-27,Kit Mordida de Dragão,3,2,0,0.00,2026-03-13 11:33:16.226053+00
2149,2025-10-27,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,2,3,0,0.00,2026-03-13 11:33:16.226053+00
2165,2025-10-27,Amostra Comida de Dragão,0,0,4,0.04,2026-03-13 11:33:16.226053+00
2166,2025-10-27,Kit Completo Comida de Dragão (3X),0,0,1,99.90,2026-03-13 11:33:16.226053+00
2167,2025-10-27,Suplemento Integral,0,0,1,110.00,2026-03-13 11:33:16.226053+00
2099,2025-10-27,Comida de Dragão - Original® - 90g / Compra única,17,5,0,0.00,2026-03-13 11:33:16.226053+00
2116,2025-10-27,Mordida de Dragão - Legumes - 180g / Compra única,8,4,0,0.00,2026-03-13 11:33:16.226053+00
2086,2025-10-28,Amostra Comida de Dragão - 50g / Compra única,394,637,0,0.00,2026-03-13 11:33:16.226053+00
2122,2025-10-28,Suplemento Concentrado - 200g / Compra única,7,1,0,0.00,2026-03-13 11:33:16.226053+00
2140,2025-10-28,Suplemento Integral - 180g / Compra única,4,0,0,0.00,2026-03-13 11:33:16.226053+00
2168,2025-10-28,Amostra Comida de Dragão,0,0,10,0.10,2026-03-13 11:33:16.226053+00
2169,2025-10-28,Kit Comida de Dragão - Original® (3X),0,0,1,99.90,2026-03-13 11:33:16.226053+00
2170,2025-10-28,Kit Completo Comida de Dragão (3X),0,0,1,99.90,2026-03-13 11:33:16.226053+00
2171,2025-10-28,Suplemento Concentrado,0,0,1,110.00,2026-03-13 11:33:16.226053+00
2094,2025-10-28,Comida de Dragão - Original® - 90g / Compra única,46,11,0,0.00,2026-03-13 11:33:16.226053+00
2104,2025-10-28,Mordida de Dragão - Legumes - 180g / Compra única,12,2,0,0.00,2026-03-13 11:33:16.226053+00
2105,2025-10-28,Mordida de Dragão - Spirulina - 180g / Compra única,12,4,0,0.00,2026-03-13 11:33:16.226053+00
2106,2025-10-28,Suplemento para Gatos - 180g / Compra Única,12,1,0,0.00,2026-03-13 11:33:16.226053+00
2112,2025-10-28,Kit Completo Comida de Dragão (3X) - 180g / Compra única,10,3,0,0.00,2026-03-13 11:33:16.226053+00
2113,2025-10-28,Kit Mordida de Dragão,9,2,0,0.00,2026-03-13 11:33:16.226053+00
2117,2025-10-28,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,8,6,0,0.00,2026-03-13 11:33:16.226053+00
2091,2025-10-29,Amostra Comida de Dragão - 50g / Compra única,201,270,0,0.00,2026-03-13 11:33:16.226053+00
2123,2025-10-29,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,7,1,0,0.00,2026-03-13 11:33:16.226053+00
2133,2025-10-29,Suplemento Integral - 180g / Compra única,5,0,0,0.00,2026-03-13 11:33:16.226053+00
2141,2025-10-29,Kit Completo Comida de Dragão (3X) - 180g / Compra única,4,2,0,0.00,2026-03-13 11:33:16.226053+00
2142,2025-10-29,Kit Mordida de Dragão,4,0,0,0.00,2026-03-13 11:33:16.226053+00
2143,2025-10-29,Mordida de Dragão - Spirulina - 180g / Compra única,4,0,0,0.00,2026-03-13 11:33:16.226053+00
2172,2025-10-29,Amostra Comida de Dragão,0,0,8,0.08,2026-03-13 11:33:16.226053+00
2173,2025-10-29,Kit Comida de Dragão - Original® (3X),0,0,1,99.90,2026-03-13 11:33:16.226053+00
2174,2025-10-29,Kit Completo Comida de Dragão (3X),0,0,2,199.80,2026-03-13 11:33:16.226053+00
2093,2025-10-29,Suplemento para Gatos - 180g / Compra Única,52,0,0,0.00,2026-03-13 11:33:16.226053+00
2095,2025-10-29,Comida de Dragão - Original® - 90g / Compra única,39,3,0,0.00,2026-03-13 11:33:16.226053+00
2101,2025-10-29,Mordida de Dragão - Legumes - 180g / Compra única,14,0,0,0.00,2026-03-13 11:33:16.226053+00
2108,2025-10-29,Suplemento Concentrado - 200g / Compra única,11,0,0,0.00,2026-03-13 11:33:16.226053+00
2181,2025-10-30,Amostra Comida de Dragão - 50g / Compra única,197,247,0,0.00,2026-03-13 11:33:17.275647+00
2187,2025-10-30,Suplemento para Gatos - 180g / Compra Única,107,1,0,0.00,2026-03-13 11:33:17.275647+00
2216,2025-10-30,Mordida de Dragão - Legumes - 180g / Compra única,14,1,0,0.00,2026-03-13 11:33:17.275647+00
2221,2025-10-30,Mordida de Dragão - Spirulina - 180g / Compra única,12,2,0,0.00,2026-03-13 11:33:17.275647+00
2226,2025-10-30,Suplemento Concentrado - 200g / Compra única,11,2,0,0.00,2026-03-13 11:33:17.275647+00
2233,2025-10-30,Kit Mordida de Dragão,7,1,0,0.00,2026-03-13 11:33:17.275647+00
2239,2025-10-30,Suplemento Integral - 180g / Compra única,5,0,0,0.00,2026-03-13 11:33:17.275647+00
2241,2025-10-30,Kit Completo Comida de Dragão (3X) - 180g / Compra única,4,2,0,0.00,2026-03-13 11:33:17.275647+00
2244,2025-10-30,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,2,1,0,0.00,2026-03-13 11:33:17.275647+00
2245,2025-10-30,Amostra Comida de Dragão,0,0,9,0.09,2026-03-13 11:33:17.275647+00
2246,2025-10-30,Comida de Dragão - Original®,0,0,1,38.90,2026-03-13 11:33:17.275647+00
2247,2025-10-30,Kit Comida de Dragão - Original® (3X),0,0,1,99.90,2026-03-13 11:33:17.275647+00
2199,2025-10-30,Comida de Dragão - Original® - 90g / Compra única,43,6,0,0.00,2026-03-13 11:33:17.275647+00
2189,2025-10-31,Comida de Dragão - Original® - 90g / Compra única,78,49,0,0.00,2026-03-13 11:33:17.275647+00
2204,2025-10-31,Kit Completo Comida de Dragão (3X) - 180g / Compra única,31,21,0,0.00,2026-03-13 11:33:17.275647+00
2205,2025-10-31,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,25,33,0,0.00,2026-03-13 11:33:17.275647+00
2212,2025-10-31,Kit Mordida de Dragão,16,7,2,124.00,2026-03-13 11:33:17.275647+00
2213,2025-10-31,Suplemento Concentrado - 200g / Compra única,16,11,0,0.00,2026-03-13 11:33:17.275647+00
2217,2025-10-31,Suplemento Integral - 180g / Compra única,14,6,0,0.00,2026-03-13 11:33:17.275647+00
2222,2025-10-31,Mordida de Dragão - Legumes - 180g / Compra única,12,2,0,0.00,2026-03-13 11:33:17.275647+00
2228,2025-10-31,Mordida de Dragão - Spirulina - 180g / Compra única,10,8,0,0.00,2026-03-13 11:33:17.275647+00
2248,2025-10-31,Amostra Comida de Dragão,0,0,6,0.06,2026-03-13 11:33:17.275647+00
2249,2025-10-31,Comida de Dragão - Original®,0,0,4,155.60,2026-03-13 11:33:17.275647+00
2250,2025-10-31,Kit Comida de Dragão - Original® (3X),0,0,12,1198.80,2026-03-13 11:33:17.275647+00
2251,2025-10-31,Kit Completo Comida de Dragão (3X),0,0,5,499.50,2026-03-13 11:33:17.275647+00
2252,2025-10-31,Mordida de Dragão - Spirulina,0,0,1,38.90,2026-03-13 11:33:17.275647+00
2253,2025-10-31,Suplemento Concentrado,0,0,1,110.00,2026-03-13 11:33:17.275647+00
2254,2025-10-31,Suplemento Integral,0,0,2,220.00,2026-03-13 11:33:17.275647+00
2255,2025-10-31,Suplemento para Gatos,0,0,1,110.00,2026-03-13 11:33:17.275647+00
2194,2025-10-31,Amostra Comida de Dragão - 50g / Compra única,63,50,0,0.00,2026-03-13 11:33:17.275647+00
2201,2025-10-31,Suplemento para Gatos - 180g / Compra Única,33,4,0,0.00,2026-03-13 11:33:17.275647+00
2175,2025-11-01,Comida de Dragão - Original® - 90g / Compra única,905,190,0,0.00,2026-03-13 11:33:17.275647+00
2176,2025-11-01,Amostra Comida de Dragão - 50g / Compra única,786,2341,0,0.00,2026-03-13 11:33:17.275647+00
2182,2025-11-01,Kit Completo Comida de Dragão (3X) - 180g / Compra única,177,66,0,0.00,2026-03-13 11:33:17.275647+00
2185,2025-11-01,Mordida de Dragão - Legumes - 180g / Compra única,127,30,0,0.00,2026-03-13 11:33:17.275647+00
2186,2025-11-01,Mordida de Dragão - Spirulina - 180g / Compra única,112,25,0,0.00,2026-03-13 11:33:17.275647+00
2191,2025-11-01,Suplemento Concentrado - 200g / Compra única,73,6,0,0.00,2026-03-13 11:33:17.275647+00
2256,2025-11-01,Amostra Comida de Dragão,0,0,120,1.20,2026-03-13 11:33:17.275647+00
2257,2025-11-01,Comida de Dragão - Original®,0,0,34,1322.60,2026-03-13 11:33:17.275647+00
2258,2025-11-01,Kit Comida de Dragão - Original® (3X),0,0,4,399.60,2026-03-13 11:33:17.275647+00
2259,2025-11-01,Kit Completo Comida de Dragão (3X),0,0,16,1598.40,2026-03-13 11:33:17.275647+00
2260,2025-11-01,Mordida de Dragão - Legumes,0,0,4,155.60,2026-03-13 11:33:17.275647+00
2261,2025-11-01,Mordida de Dragão - Spirulina,0,0,7,272.30,2026-03-13 11:33:17.275647+00
2262,2025-11-01,Suplemento Concentrado,0,0,1,110.00,2026-03-13 11:33:17.275647+00
2263,2025-11-01,Suplemento Integral,0,0,4,440.00,2026-03-13 11:33:17.275647+00
2264,2025-11-01,Suplemento para Gatos,0,0,1,110.00,2026-03-13 11:33:17.275647+00
2193,2025-11-01,Kit Mordida de Dragão,66,30,8,496.00,2026-03-13 11:33:17.275647+00
2195,2025-11-01,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,57,18,0,0.00,2026-03-13 11:33:17.275647+00
2197,2025-11-01,Suplemento Integral - 180g / Compra única,55,14,0,0.00,2026-03-13 11:33:17.275647+00
2202,2025-11-01,Suplemento para Gatos - 180g / Compra Única,32,2,0,0.00,2026-03-13 11:33:17.275647+00
2179,2025-11-02,Comida de Dragão - Original® - 90g / Compra única,231,44,0,0.00,2026-03-13 11:33:17.275647+00
2183,2025-11-02,Amostra Comida de Dragão - 50g / Compra única,165,284,0,0.00,2026-03-13 11:33:17.275647+00
2208,2025-11-02,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,19,7,0,0.00,2026-03-13 11:33:17.275647+00
2209,2025-11-02,Kit Mordida de Dragão,19,5,0,0.00,2026-03-13 11:33:17.275647+00
2210,2025-11-02,Mordida de Dragão - Spirulina - 180g / Compra única,18,0,0,0.00,2026-03-13 11:33:17.275647+00
2215,2025-11-02,Suplemento Concentrado - 200g / Compra única,15,0,0,0.00,2026-03-13 11:33:17.275647+00
2227,2025-11-02,Suplemento Integral - 180g / Compra única,11,2,0,0.00,2026-03-13 11:33:17.275647+00
2234,2025-11-02,Suplemento para Gatos - 180g / Compra Única,7,0,0,0.00,2026-03-13 11:33:17.275647+00
2265,2025-11-02,Amostra Comida de Dragão,0,0,32,0.32,2026-03-13 11:33:17.275647+00
2266,2025-11-02,Comida de Dragão - Original®,0,0,6,233.40,2026-03-13 11:33:17.275647+00
2267,2025-11-02,Kit Completo Comida de Dragão (3X),0,0,7,699.30,2026-03-13 11:33:17.275647+00
2198,2025-11-02,Kit Completo Comida de Dragão (3X) - 180g / Compra única,45,17,0,0.00,2026-03-13 11:33:17.275647+00
2203,2025-11-02,Mordida de Dragão - Legumes - 180g / Compra única,32,7,0,0.00,2026-03-13 11:33:17.275647+00
2178,2025-11-03,Amostra Comida de Dragão - 50g / Compra única,270,245,0,0.00,2026-03-13 11:33:17.275647+00
2218,2025-11-03,Mordida de Dragão - Spirulina - 180g / Compra única,14,2,0,0.00,2026-03-13 11:33:17.275647+00
2223,2025-11-03,Kit Completo Comida de Dragão (3X) - 180g / Compra única,12,5,0,0.00,2026-03-13 11:33:17.275647+00
2229,2025-11-03,Suplemento Integral - 180g / Compra única,10,2,0,0.00,2026-03-13 11:33:17.275647+00
2230,2025-11-03,Suplemento Concentrado - 200g / Compra única,9,0,0,0.00,2026-03-13 11:33:17.275647+00
2232,2025-11-03,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,8,8,0,0.00,2026-03-13 11:33:17.275647+00
2242,2025-11-03,Kit Mordida de Dragão,4,6,0,0.00,2026-03-13 11:33:17.275647+00
2243,2025-11-03,Mordida de Dragão - Legumes - 180g / Compra única,3,0,0,0.00,2026-03-13 11:33:17.275647+00
2268,2025-11-03,Amostra Comida de Dragão,0,0,14,0.14,2026-03-13 11:33:17.275647+00
2269,2025-11-03,Comida de Dragão - Original®,0,0,5,194.50,2026-03-13 11:33:17.275647+00
2270,2025-11-03,Kit Comida de Dragão - Original® (3X),0,0,2,199.80,2026-03-13 11:33:17.275647+00
2271,2025-11-03,Kit Completo Comida de Dragão (3X),0,0,4,399.60,2026-03-13 11:33:17.275647+00
2272,2025-11-03,Mordida de Dragão - Spirulina,0,0,2,77.80,2026-03-13 11:33:17.275647+00
2192,2025-11-03,Comida de Dragão - Original® - 90g / Compra única,69,20,0,0.00,2026-03-13 11:33:17.275647+00
2200,2025-11-03,Suplemento para Gatos - 180g / Compra Única,43,0,0,0.00,2026-03-13 11:33:17.275647+00
2177,2025-11-04,Amostra Comida de Dragão - 50g / Compra única,375,533,0,0.00,2026-03-13 11:33:17.275647+00
2188,2025-11-04,Suplemento para Gatos - 180g / Compra Única,79,1,0,0.00,2026-03-13 11:33:17.275647+00
2190,2025-11-04,Comida de Dragão - Original® - 90g / Compra única,77,20,0,0.00,2026-03-13 11:33:17.275647+00
2206,2025-11-04,Mordida de Dragão - Spirulina - 180g / Compra única,25,4,0,0.00,2026-03-13 11:33:17.275647+00
2207,2025-11-04,Mordida de Dragão - Legumes - 180g / Compra única,22,5,0,0.00,2026-03-13 11:33:17.275647+00
2219,2025-11-04,Kit Completo Comida de Dragão (3X) - 180g / Compra única,13,2,0,0.00,2026-03-13 11:33:17.275647+00
2231,2025-11-04,Suplemento Concentrado - 200g / Compra única,9,0,0,0.00,2026-03-13 11:33:17.275647+00
2237,2025-11-04,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,6,2,0,0.00,2026-03-13 11:33:17.275647+00
2238,2025-11-04,Suplemento Integral - 180g / Compra única,6,1,0,0.00,2026-03-13 11:33:17.275647+00
2240,2025-11-04,Kit Mordida de Dragão,5,1,2,124.00,2026-03-13 11:33:17.275647+00
2274,2025-11-04,Amostra Comida de Dragão,0,0,26,0.26,2026-03-13 11:33:17.275647+00
2275,2025-11-04,Comida de Dragão - Original®,0,0,10,389.00,2026-03-13 11:33:17.275647+00
2276,2025-11-04,Kit Completo Comida de Dragão (3X),0,0,2,199.80,2026-03-13 11:33:17.275647+00
2277,2025-11-04,Mordida de Dragão - Legumes,0,0,3,116.70,2026-03-13 11:33:17.275647+00
2278,2025-11-04,Mordida de Dragão - Spirulina,0,0,1,38.90,2026-03-13 11:33:17.275647+00
2273,2025-11-04,(not set),0,9,0,0.00,2026-03-13 11:33:17.275647+00
2180,2025-11-05,Amostra Comida de Dragão - 50g / Compra única,211,305,0,0.00,2026-03-13 11:33:17.275647+00
2184,2025-11-05,Suplemento para Gatos - 180g / Compra Única,165,4,0,0.00,2026-03-13 11:33:17.275647+00
2211,2025-11-05,Mordida de Dragão - Legumes - 180g / Compra única,18,2,0,0.00,2026-03-13 11:33:17.275647+00
2214,2025-11-05,Suplemento Concentrado - 200g / Compra única,16,0,0,0.00,2026-03-13 11:33:17.275647+00
2220,2025-11-05,Suplemento Integral - 180g / Compra única,13,0,0,0.00,2026-03-13 11:33:17.275647+00
2224,2025-11-05,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,12,7,0,0.00,2026-03-13 11:33:17.275647+00
2225,2025-11-05,Mordida de Dragão - Spirulina - 180g / Compra única,12,0,0,0.00,2026-03-13 11:33:17.275647+00
2235,2025-11-05,Kit Completo Comida de Dragão (3X) - 180g / Compra única,7,3,0,0.00,2026-03-13 11:33:17.275647+00
2236,2025-11-05,Kit Mordida de Dragão,7,2,1,62.00,2026-03-13 11:33:17.275647+00
2279,2025-11-05,Amostra Comida de Dragão,0,0,16,0.16,2026-03-13 11:33:17.275647+00
2280,2025-11-05,Kit Comida de Dragão - Original® (3X),0,0,1,99.90,2026-03-13 11:33:17.275647+00
2281,2025-11-05,Mordida de Dragão - Legumes,0,0,1,38.90,2026-03-13 11:33:17.275647+00
2282,2025-11-05,Suplemento para Gatos,0,0,2,220.00,2026-03-13 11:33:17.275647+00
2196,2025-11-05,Comida de Dragão - Original® - 90g / Compra única,56,14,0,0.00,2026-03-13 11:33:17.275647+00
2283,2025-11-06,Amostra Comida de Dragão - 50g / Compra única,271,388,0,0.00,2026-03-13 11:33:18.254855+00
2284,2025-11-06,Comida de Dragão - Original® - 90g / Compra única,216,42,0,0.00,2026-03-13 11:33:18.254855+00
2290,2025-11-06,Suplemento para Gatos - 180g / Compra Única,162,1,0,0.00,2026-03-13 11:33:18.254855+00
2319,2025-11-06,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,16,11,0,0.00,2026-03-13 11:33:18.254855+00
2327,2025-11-06,Suplemento Integral - 180g / Compra única,13,1,0,0.00,2026-03-13 11:33:18.254855+00
2353,2025-11-06,Amostra Comida de Dragão,0,0,20,0.20,2026-03-13 11:33:18.254855+00
2354,2025-11-06,Comida de Dragão - Original®,0,0,11,427.90,2026-03-13 11:33:18.254855+00
2355,2025-11-06,Kit Comida de Dragão - Original® (3X),0,0,1,99.90,2026-03-13 11:33:18.254855+00
2356,2025-11-06,Kit Completo Comida de Dragão (3X),0,0,4,399.60,2026-03-13 11:33:18.254855+00
2357,2025-11-06,Mordida de Dragão - Legumes,0,0,1,38.90,2026-03-13 11:33:18.254855+00
2358,2025-11-06,Mordida de Dragão - Spirulina,0,0,2,77.80,2026-03-13 11:33:18.254855+00
2359,2025-11-06,Suplemento Concentrado,0,0,1,110.00,2026-03-13 11:33:18.254855+00
2309,2025-11-06,Kit Mordida de Dragão,23,4,0,0.00,2026-03-13 11:33:18.254855+00
2304,2025-11-06,Mordida de Dragão - Spirulina - 180g / Compra única,34,6,0,0.00,2026-03-13 11:33:18.254855+00
2305,2025-11-06,Kit Completo Comida de Dragão (3X) - 180g / Compra única,32,15,0,0.00,2026-03-13 11:33:18.254855+00
2306,2025-11-06,Mordida de Dragão - Legumes - 180g / Compra única,32,1,0,0.00,2026-03-13 11:33:18.254855+00
2307,2025-11-06,Suplemento Concentrado - 200g / Compra única,31,2,0,0.00,2026-03-13 11:33:18.254855+00
2285,2025-11-07,Amostra Comida de Dragão - 50g / Compra única,215,368,0,0.00,2026-03-13 11:33:18.254855+00
2320,2025-11-07,Kit Completo Comida de Dragão (3X) - 180g / Compra única,16,5,0,0.00,2026-03-13 11:33:18.254855+00
2322,2025-11-07,Suplemento Concentrado - 200g / Compra única,15,3,0,0.00,2026-03-13 11:33:18.254855+00
2328,2025-11-07,Mordida de Dragão - Legumes - 180g / Compra única,12,2,0,0.00,2026-03-13 11:33:18.254855+00
2331,2025-11-07,Mordida de Dragão - Spirulina - 180g / Compra única,10,2,0,0.00,2026-03-13 11:33:18.254855+00
2340,2025-11-07,Kit Mordida de Dragão,8,1,0,0.00,2026-03-13 11:33:18.254855+00
2341,2025-11-07,Suplemento Integral - 180g / Compra única,8,0,0,0.00,2026-03-13 11:33:18.254855+00
2349,2025-11-07,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,4,2,0,0.00,2026-03-13 11:33:18.254855+00
2360,2025-11-07,Amostra Comida de Dragão,0,0,23,0.23,2026-03-13 11:33:18.254855+00
2361,2025-11-07,Comida de Dragão - Original®,0,0,1,38.90,2026-03-13 11:33:18.254855+00
2362,2025-11-07,Kit Comida de Dragão - Original® (3X),0,0,1,99.90,2026-03-13 11:33:18.254855+00
2363,2025-11-07,Kit Completo Comida de Dragão (3X),0,0,2,199.80,2026-03-13 11:33:18.254855+00
2364,2025-11-07,Suplemento Concentrado,0,0,1,110.00,2026-03-13 11:33:18.254855+00
2295,2025-11-07,Suplemento para Gatos - 180g / Compra Única,101,1,0,0.00,2026-03-13 11:33:18.254855+00
2299,2025-11-07,Comida de Dragão - Original® - 90g / Compra única,78,9,0,0.00,2026-03-13 11:33:18.254855+00
2310,2025-11-08,Mordida de Dragão - Legumes - 180g / Compra única,21,2,0,0.00,2026-03-13 11:33:18.254855+00
2314,2025-11-08,Mordida de Dragão - Spirulina - 180g / Compra única,18,4,0,0.00,2026-03-13 11:33:18.254855+00
2321,2025-11-08,Kit Completo Comida de Dragão (3X) - 180g / Compra única,16,0,0,0.00,2026-03-13 11:33:18.254855+00
2329,2025-11-08,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,12,4,0,0.00,2026-03-13 11:33:18.254855+00
2332,2025-11-08,Kit Mordida de Dragão,10,3,0,0.00,2026-03-13 11:33:18.254855+00
2342,2025-11-08,Suplemento Concentrado - 200g / Compra única,8,0,0,0.00,2026-03-13 11:33:18.254855+00
2343,2025-11-08,Suplemento Integral - 180g / Compra única,8,2,0,0.00,2026-03-13 11:33:18.254855+00
2365,2025-11-08,Amostra Comida de Dragão,0,0,9,0.09,2026-03-13 11:33:18.254855+00
2366,2025-11-08,Comida de Dragão - Original®,0,0,2,77.80,2026-03-13 11:33:18.254855+00
2291,2025-11-08,Amostra Comida de Dragão - 50g / Compra única,159,352,0,0.00,2026-03-13 11:33:18.254855+00
2297,2025-11-08,Suplemento para Gatos - 180g / Compra Única,88,1,0,0.00,2026-03-13 11:33:18.254855+00
2302,2025-11-08,Comida de Dragão - Original® - 90g / Compra única,56,10,0,0.00,2026-03-13 11:33:18.254855+00
2288,2025-11-09,Amostra Comida de Dragão - 50g / Compra única,187,408,0,0.00,2026-03-13 11:33:18.254855+00
2315,2025-11-09,Suplemento Concentrado - 200g / Compra única,18,1,0,0.00,2026-03-13 11:33:18.254855+00
2333,2025-11-09,Kit Completo Comida de Dragão (3X) - 180g / Compra única,10,7,0,0.00,2026-03-13 11:33:18.254855+00
2334,2025-11-09,Mordida de Dragão - Legumes - 180g / Compra única,10,0,0,0.00,2026-03-13 11:33:18.254855+00
2337,2025-11-09,Mordida de Dragão - Spirulina - 180g / Compra única,9,0,0,0.00,2026-03-13 11:33:18.254855+00
2345,2025-11-09,Suplemento Integral - 180g / Compra única,6,0,0,0.00,2026-03-13 11:33:18.254855+00
2350,2025-11-09,Kit Mordida de Dragão,4,2,1,62.00,2026-03-13 11:33:18.254855+00
2352,2025-11-09,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,3,1,0,0.00,2026-03-13 11:33:18.254855+00
2367,2025-11-09,Amostra Comida de Dragão,0,0,13,0.13,2026-03-13 11:33:18.254855+00
2368,2025-11-09,Comida de Dragão - Original®,0,0,3,116.70,2026-03-13 11:33:18.254855+00
2369,2025-11-09,Kit Comida de Dragão - Original® (3X),0,0,1,99.90,2026-03-13 11:33:18.254855+00
2370,2025-11-09,Kit Completo Comida de Dragão (3X),0,0,1,99.90,2026-03-13 11:33:18.254855+00
2296,2025-11-09,Suplemento para Gatos - 180g / Compra Única,92,0,0,0.00,2026-03-13 11:33:18.254855+00
2303,2025-11-09,Comida de Dragão - Original® - 90g / Compra única,46,12,0,0.00,2026-03-13 11:33:18.254855+00
2286,2025-11-10,Amostra Comida de Dragão - 50g / Compra única,195,448,0,0.00,2026-03-13 11:33:18.254855+00
2311,2025-11-10,Suplemento Concentrado - 200g / Compra única,20,3,0,0.00,2026-03-13 11:33:18.254855+00
2316,2025-11-10,Mordida de Dragão - Spirulina - 180g / Compra única,18,4,0,0.00,2026-03-13 11:33:18.254855+00
2317,2025-11-10,Kit Completo Comida de Dragão (3X) - 180g / Compra única,17,13,0,0.00,2026-03-13 11:33:18.254855+00
2324,2025-11-10,Kit Mordida de Dragão,14,4,0,0.00,2026-03-13 11:33:18.254855+00
2335,2025-11-10,Suplemento Integral - 180g / Compra única,10,2,0,0.00,2026-03-13 11:33:18.254855+00
2351,2025-11-10,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,4,0,0,0.00,2026-03-13 11:33:18.254855+00
2371,2025-11-10,Amostra Comida de Dragão,0,0,9,0.09,2026-03-13 11:33:18.254855+00
2372,2025-11-10,Comida de Dragão - Original®,0,0,5,194.50,2026-03-13 11:33:18.254855+00
2373,2025-11-10,Mordida de Dragão - Spirulina,0,0,1,38.90,2026-03-13 11:33:18.254855+00
2374,2025-11-10,Suplemento Integral,0,0,1,110.00,2026-03-13 11:33:18.254855+00
2375,2025-11-10,Suplemento para Gatos,0,0,1,110.00,2026-03-13 11:33:18.254855+00
2293,2025-11-10,Suplemento para Gatos - 180g / Compra Única,141,4,0,0.00,2026-03-13 11:33:18.254855+00
2300,2025-11-10,Comida de Dragão - Original® - 90g / Compra única,66,18,0,0.00,2026-03-13 11:33:18.254855+00
2308,2025-11-10,Mordida de Dragão - Legumes - 180g / Compra única,24,9,0,0.00,2026-03-13 11:33:18.254855+00
2289,2025-11-11,Amostra Comida de Dragão - 50g / Compra única,168,303,0,0.00,2026-03-13 11:33:18.254855+00
2325,2025-11-11,Mordida de Dragão - Legumes - 180g / Compra única,14,0,0,0.00,2026-03-13 11:33:18.254855+00
2330,2025-11-11,Mordida de Dragão - Spirulina - 180g / Compra única,11,1,0,0.00,2026-03-13 11:33:18.254855+00
2338,2025-11-11,Kit Completo Comida de Dragão (3X) - 180g / Compra única,9,6,0,0.00,2026-03-13 11:33:18.254855+00
2339,2025-11-11,Suplemento Integral - 180g / Compra única,9,0,0,0.00,2026-03-13 11:33:18.254855+00
2344,2025-11-11,Kit Mordida de Dragão,8,2,1,62.00,2026-03-13 11:33:18.254855+00
2346,2025-11-11,Suplemento Concentrado - 200g / Compra única,6,0,0,0.00,2026-03-13 11:33:18.254855+00
2348,2025-11-11,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,5,1,0,0.00,2026-03-13 11:33:18.254855+00
