id,date,item_name,items_viewed,items_added_to_cart,items_purchased,item_revenue,created_at
1,2025-03-13,Comida de Dragão - Original® - 90g / Compra única,368,17,0,0.00,2026-03-13 11:32:43.894274+00
3,2025-03-13,Comida de Dragão - Original® (ASSINATURA) - 90g / Plano mensal,50,2,0,0.00,2026-03-13 11:32:43.894274+00
6,2025-03-13,Mordida de Dragão - Legumes - 180g / Compra única,34,4,0,0.00,2026-03-13 11:32:43.894274+00
7,2025-03-13,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,28,6,0,0.00,2026-03-13 11:32:43.894274+00
9,2025-03-13,Kit Completo Comida de Dragão (3X) - 180g / Compra única,21,4,0,0.00,2026-03-13 11:32:43.894274+00
10,2025-03-13,Mordida de Dragão - Spirulina - 180g / Compra única,21,0,0,0.00,2026-03-13 11:32:43.894274+00
14,2025-03-13,Kit Mordida de Dragão - Legumes (3X) (ASSINATURA) - 180g / Plano mensal,14,1,0,0.00,2026-03-13 11:32:43.894274+00
19,2025-03-13,Kit Mordida de Dragão - Legumes (3X) - 180g / Compra única,7,0,0,0.00,2026-03-13 11:32:43.894274+00
20,2025-03-13,Kit Mordida de Dragão - Spirulina (3X) - 180g / Compra única,7,0,0,0.00,2026-03-13 11:32:43.894274+00
52,2025-03-13,Comida de Dragão - Original®,0,0,2,70.00,2026-03-13 11:32:43.894274+00
53,2025-03-13,Kit Mordida de Dragão - Legumes (3X) (ASSINATURA),0,0,1,105.00,2026-03-13 11:32:43.894274+00
54,2025-03-13,Mordida de Dragão - Legumes,0,0,2,84.00,2026-03-13 11:32:43.894274+00
2,2025-03-14,Comida de Dragão - Original® - 90g / Compra única,66,13,0,0.00,2026-03-13 11:32:43.894274+00
13,2025-03-14,Mordida de Dragão - Legumes - 180g / Compra única,15,1,0,0.00,2026-03-13 11:32:43.894274+00
16,2025-03-14,Kit Completo Comida de Dragão (3X) - 180g / Compra única,9,4,0,0.00,2026-03-13 11:32:43.894274+00
21,2025-03-14,Mordida de Dragão - Spirulina - 180g / Compra única,6,0,0,0.00,2026-03-13 11:32:43.894274+00
25,2025-03-14,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,4,1,0,0.00,2026-03-13 11:32:43.894274+00
30,2025-03-14,Kit Mordida de Dragão - Legumes (3X) (ASSINATURA) - 180g / Plano mensal,3,0,0,0.00,2026-03-13 11:32:43.894274+00
31,2025-03-14,Kit Completo Comida de Dragão (3X) (ASSINATURA) - 180g / Plano mensal,2,0,0,0.00,2026-03-13 11:32:43.894274+00
32,2025-03-14,Kit Mordida de Dragão - Spirulina (3X) - 180g / Compra única,2,0,0,0.00,2026-03-13 11:32:43.894274+00
40,2025-03-14,Comida de Dragão - Original® (ASSINATURA) - 90g / Plano mensal,1,5,0,0.00,2026-03-13 11:32:43.894274+00
41,2025-03-14,Kit Mordida de Dragão - Legumes (3X) - 180g / Compra única,1,0,0,0.00,2026-03-13 11:32:43.894274+00
55,2025-03-14,Comida de Dragão - Original®,0,0,1,35.00,2026-03-13 11:32:43.894274+00
56,2025-03-14,Comida de Dragão - Original® (ASSINATURA),0,0,2,63.00,2026-03-13 11:32:43.894274+00
57,2025-03-14,Kit Completo Comida de Dragão (3X),0,0,1,110.30,2026-03-13 11:32:43.894274+00
33,2025-03-15,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,2,1,0,0.00,2026-03-13 11:32:43.894274+00
34,2025-03-15,Kit Completo Comida de Dragão (3X) - 180g / Compra única,2,0,0,0.00,2026-03-13 11:32:43.894274+00
15,2025-03-15,Comida de Dragão - Original® - 90g / Compra única,12,2,0,0.00,2026-03-13 11:32:43.894274+00
26,2025-03-15,Mordida de Dragão - Spirulina - 180g / Compra única,4,3,0,0.00,2026-03-13 11:32:43.894274+00
42,2025-03-15,Comida de Dragão - Original® (ASSINATURA) - 90g / Plano mensal,1,0,0,0.00,2026-03-13 11:32:43.894274+00
43,2025-03-15,Kit Mordida de Dragão - Legumes (3X) - 180g / Compra única,1,0,0,0.00,2026-03-13 11:32:43.894274+00
44,2025-03-15,Mordida de Dragão - Legumes - 180g / Compra única,1,2,0,0.00,2026-03-13 11:32:43.894274+00
58,2025-03-15,Comida de Dragão - Original®,0,0,1,35.00,2026-03-13 11:32:43.894274+00
59,2025-03-15,Kit Completo Comida de Dragão (3X) (ASSINATURA) - 180g / Plano mensal,0,1,0,0.00,2026-03-13 11:32:43.894274+00
60,2025-03-15,Mordida de Dragão - Legumes,0,0,1,42.00,2026-03-13 11:32:43.894274+00
61,2025-03-15,Mordida de Dragão - Spirulina,0,0,1,42.00,2026-03-13 11:32:43.894274+00
17,2025-03-16,Comida de Dragão - Original® - 90g / Compra única,9,0,0,0.00,2026-03-13 11:32:43.894274+00
35,2025-03-16,Mordida de Dragão - Legumes - 180g / Compra única,2,0,0,0.00,2026-03-13 11:32:43.894274+00
36,2025-03-16,Mordida de Dragão - Spirulina - 180g / Compra única,2,0,0,0.00,2026-03-13 11:32:43.894274+00
22,2025-03-17,Comida de Dragão - Original® - 90g / Compra única,6,5,0,0.00,2026-03-13 11:32:43.894274+00
37,2025-03-17,Kit Completo Comida de Dragão (3X) - 180g / Compra única,2,2,0,0.00,2026-03-13 11:32:43.894274+00
38,2025-03-17,Mordida de Dragão - Legumes - 180g / Compra única,2,0,0,0.00,2026-03-13 11:32:43.894274+00
45,2025-03-17,Kit Mordida de Dragão - Spirulina (3X) - 180g / Compra única,1,0,0,0.00,2026-03-13 11:32:43.894274+00
62,2025-03-17,Kit Completo Comida de Dragão (3X) (ASSINATURA),0,0,1,99.30,2026-03-13 11:32:43.894274+00
63,2025-03-17,Kit Mordida de Dragão - Legumes (3X) - 180g / Compra única,0,1,0,0.00,2026-03-13 11:32:43.894274+00
4,2025-03-18,Mordida de Dragão - Legumes - 180g / Compra única,37,0,0,0.00,2026-03-13 11:32:43.894274+00
5,2025-03-18,Mordida de Dragão - Spirulina - 180g / Compra única,36,0,0,0.00,2026-03-13 11:32:43.894274+00
8,2025-03-18,Comida de Dragão - Original® - 90g / Compra única,26,0,0,0.00,2026-03-13 11:32:43.894274+00
11,2025-03-18,Kit Completo Comida de Dragão (3X) - 180g / Compra única,19,1,0,0.00,2026-03-13 11:32:43.894274+00
18,2025-03-18,Kit Mordida de Dragão - Legumes (3X) - 180g / Compra única,8,0,0,0.00,2026-03-13 11:32:43.894274+00
23,2025-03-18,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,6,1,0,0.00,2026-03-13 11:32:43.894274+00
24,2025-03-18,Kit Mordida de Dragão - Spirulina (3X) - 180g / Compra única,6,0,0,0.00,2026-03-13 11:32:43.894274+00
27,2025-03-18,Kit Comida de Dragão - Original® (3X) (ASSINATURA) - 90g / Plano mensal,4,0,0,0.00,2026-03-13 11:32:43.894274+00
28,2025-03-18,Kit Completo Comida de Dragão (3X) (ASSINATURA) - 180g / Plano mensal,4,0,0,0.00,2026-03-13 11:32:43.894274+00
46,2025-03-18,Kit Mordida de Dragão - Spirulina (3X) (ASSINATURA) - 180g / Plano mensal,1,0,0,0.00,2026-03-13 11:32:43.894274+00
64,2025-03-18,Kit Comida de Dragão - Original® (3X),0,0,1,97.50,2026-03-13 11:32:43.894274+00
12,2025-03-19,Comida de Dragão - Original® - 90g / Compra única,18,1,0,0.00,2026-03-13 11:32:43.894274+00
29,2025-03-19,Mordida de Dragão - Legumes - 180g / Compra única,4,0,0,0.00,2026-03-13 11:32:43.894274+00
39,2025-03-19,Kit Mordida de Dragão - Legumes (3X) - 180g / Compra única,2,0,0,0.00,2026-03-13 11:32:43.894274+00
47,2025-03-19,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,1,0,0,0.00,2026-03-13 11:32:43.894274+00
48,2025-03-19,Kit Completo Comida de Dragão (3X) - 180g / Compra única,1,0,0,0.00,2026-03-13 11:32:43.894274+00
49,2025-03-19,Kit Mordida de Dragão - Spirulina (3X) (ASSINATURA) - 180g / Plano mensal,1,0,0,0.00,2026-03-13 11:32:43.894274+00
50,2025-03-19,Kit Mordida de Dragão - Spirulina (3X) - 180g / Compra única,1,0,0,0.00,2026-03-13 11:32:43.894274+00
51,2025-03-19,Mordida de Dragão - Spirulina - 180g / Compra única,1,0,0,0.00,2026-03-13 11:32:43.894274+00
65,2025-03-19,Comida de Dragão - Original®,0,0,1,35.00,2026-03-13 11:32:43.894274+00
66,2025-03-19,Comida de Dragão - Original® (ASSINATURA),0,0,1,31.50,2026-03-13 11:32:43.894274+00
67,2025-03-19,Comida de Dragão - Original® (ASSINATURA) - 90g / Plano mensal,0,1,0,0.00,2026-03-13 11:32:43.894274+00
73,2025-03-20,Comida de Dragão - Original® - 90g / Compra única,8,9,0,0.00,2026-03-13 11:32:44.905178+00
86,2025-03-20,Kit Completo Comida de Dragão (3X) - 180g / Compra única,3,2,0,0.00,2026-03-13 11:32:44.905178+00
87,2025-03-20,Mordida de Dragão - Legumes - 180g / Compra única,3,1,0,0.00,2026-03-13 11:32:44.905178+00
92,2025-03-20,Mordida de Dragão - Spirulina - 180g / Compra única,2,0,0,0.00,2026-03-13 11:32:44.905178+00
99,2025-03-20,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,1,0,0,0.00,2026-03-13 11:32:44.905178+00
100,2025-03-20,Kit Mordida de Dragão - Spirulina (3X) - 180g / Compra única,1,0,0,0.00,2026-03-13 11:32:44.905178+00
109,2025-03-20,Kit Completo Comida de Dragão (3X),0,0,1,110.30,2026-03-13 11:32:44.905178+00
110,2025-03-20,Kit Completo Comida de Dragão (3X) (ASSINATURA),0,0,1,99.30,2026-03-13 11:32:44.905178+00
111,2025-03-20,Kit Completo Comida de Dragão (3X) (ASSINATURA) - 180g / Plano mensal,0,1,0,0.00,2026-03-13 11:32:44.905178+00
69,2025-03-21,Comida de Dragão - Original® - 90g / Compra única,31,0,0,0.00,2026-03-13 11:32:44.905178+00
79,2025-03-21,Mordida de Dragão - Legumes - 180g / Compra única,6,0,0,0.00,2026-03-13 11:32:44.905178+00
93,2025-03-21,Kit Completo Comida de Dragão (3X) - 180g / Compra única,2,0,0,0.00,2026-03-13 11:32:44.905178+00
94,2025-03-21,Mordida de Dragão - Spirulina - 180g / Compra única,2,0,0,0.00,2026-03-13 11:32:44.905178+00
101,2025-03-21,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,1,0,0,0.00,2026-03-13 11:32:44.905178+00
70,2025-03-22,Comida de Dragão - Original® - 90g / Compra única,19,3,0,0.00,2026-03-13 11:32:44.905178+00
81,2025-03-22,Kit Completo Comida de Dragão (3X) - 180g / Compra única,5,0,0,0.00,2026-03-13 11:32:44.905178+00
82,2025-03-22,Mordida de Dragão - Legumes - 180g / Compra única,5,0,0,0.00,2026-03-13 11:32:44.905178+00
83,2025-03-22,Mordida de Dragão - Spirulina - 180g / Compra única,5,0,0,0.00,2026-03-13 11:32:44.905178+00
88,2025-03-22,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,3,2,0,0.00,2026-03-13 11:32:44.905178+00
89,2025-03-22,Kit Mordida de Dragão - Legumes (3X) - 180g / Compra única,3,0,0,0.00,2026-03-13 11:32:44.905178+00
102,2025-03-22,Kit Mordida de Dragão - Spirulina (3X) - 180g / Compra única,1,0,0,0.00,2026-03-13 11:32:44.905178+00
112,2025-03-22,Kit Comida de Dragão - Original® (3X),0,0,1,97.50,2026-03-13 11:32:44.905178+00
75,2025-03-23,Comida de Dragão - Original® - 90g / Compra única,7,0,0,0.00,2026-03-13 11:32:44.905178+00
85,2025-03-23,Mordida de Dragão - Legumes - 180g / Compra única,4,0,0,0.00,2026-03-13 11:32:44.905178+00
103,2025-03-23,Comida de Dragão - Original® (ASSINATURA) - 90g / Plano mensal,1,0,0,0.00,2026-03-13 11:32:44.905178+00
104,2025-03-23,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,1,0,0,0.00,2026-03-13 11:32:44.905178+00
80,2025-03-24,Kit Completo Comida de Dragão (3X) - 180g / Compra única,6,1,0,0.00,2026-03-13 11:32:44.905178+00
68,2025-03-24,Comida de Dragão - Original® - 90g / Compra única,35,5,0,0.00,2026-03-13 11:32:44.905178+00
76,2025-03-24,Mordida de Dragão - Legumes - 180g / Compra única,7,0,0,0.00,2026-03-13 11:32:44.905178+00
95,2025-03-24,Kit Mordida de Dragão - Legumes (3X) - 180g / Compra única,2,0,0,0.00,2026-03-13 11:32:44.905178+00
105,2025-03-24,Kit Mordida de Dragão - Spirulina (3X) - 180g / Compra única,1,0,0,0.00,2026-03-13 11:32:44.905178+00
90,2025-03-24,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,3,3,0,0.00,2026-03-13 11:32:44.905178+00
91,2025-03-24,Mordida de Dragão - Spirulina - 180g / Compra única,3,0,0,0.00,2026-03-13 11:32:44.905178+00
71,2025-03-25,Comida de Dragão - Original® - 90g / Compra única,16,3,0,0.00,2026-03-13 11:32:44.905178+00
77,2025-03-25,Mordida de Dragão - Legumes - 180g / Compra única,7,0,0,0.00,2026-03-13 11:32:44.905178+00
96,2025-03-25,Mordida de Dragão - Spirulina - 180g / Compra única,2,0,0,0.00,2026-03-13 11:32:44.905178+00
106,2025-03-25,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,1,0,0,0.00,2026-03-13 11:32:44.905178+00
113,2025-03-25,Comida de Dragão - Original®,0,0,2,70.00,2026-03-13 11:32:44.905178+00
72,2025-03-26,Comida de Dragão - Original® - 90g / Compra única,11,1,0,0.00,2026-03-13 11:32:44.905178+00
74,2025-03-26,Mordida de Dragão - Spirulina - 180g / Compra única,8,2,0,0.00,2026-03-13 11:32:44.905178+00
78,2025-03-26,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,7,2,0,0.00,2026-03-13 11:32:44.905178+00
84,2025-03-26,Mordida de Dragão - Legumes - 180g / Compra única,5,1,0,0.00,2026-03-13 11:32:44.905178+00
97,2025-03-26,Comida de Dragão - Original® (ASSINATURA) - 90g / Plano mensal,2,0,0,0.00,2026-03-13 11:32:44.905178+00
98,2025-03-26,Kit Mordida de Dragão - Spirulina (3X) - 180g / Compra única,2,0,0,0.00,2026-03-13 11:32:44.905178+00
107,2025-03-26,Kit Comida de Dragão - Original® (3X) (ASSINATURA) - 90g / Plano mensal,1,0,0,0.00,2026-03-13 11:32:44.905178+00
108,2025-03-26,Kit Mordida de Dragão - Legumes (3X) - 180g / Compra única,1,0,0,0.00,2026-03-13 11:32:44.905178+00
114,2025-03-26,Mordida de Dragão - Spirulina,0,0,1,42.00,2026-03-13 11:32:44.905178+00
121,2025-03-27,Comida de Dragão - Original® - 90g / Compra única,11,2,0,0.00,2026-03-13 11:32:46.007484+00
127,2025-03-27,Mordida de Dragão - Legumes - 180g / Compra única,6,1,0,0.00,2026-03-13 11:32:46.007484+00
152,2025-03-27,Comida de Dragão - Original® (ASSINATURA) - 90g / Plano mensal,1,1,0,0.00,2026-03-13 11:32:46.007484+00
153,2025-03-27,Kit Mordida de Dragão - Spirulina (3X) - 180g / Compra única,1,0,0,0.00,2026-03-13 11:32:46.007484+00
154,2025-03-27,Mordida de Dragão - Spirulina (ASSINATURA) - 180g / Plano mensal,1,0,0,0.00,2026-03-13 11:32:46.007484+00
155,2025-03-27,Mordida de Dragão - Spirulina - 180g / Compra única,1,0,0,0.00,2026-03-13 11:32:46.007484+00
173,2025-03-27,Comida de Dragão - Original®,0,0,1,35.00,2026-03-13 11:32:46.007484+00
174,2025-03-27,Comida de Dragão - Original® (ASSINATURA),0,0,1,31.50,2026-03-13 11:32:46.007484+00
175,2025-03-27,Mordida de Dragão - Legumes,0,0,1,42.00,2026-03-13 11:32:46.007484+00
118,2025-03-28,Comida de Dragão - Original® - 90g / Compra única,14,10,0,0.00,2026-03-13 11:32:46.007484+00
123,2025-03-28,Mordida de Dragão - Spirulina - 180g / Compra única,9,13,0,0.00,2026-03-13 11:32:46.007484+00
125,2025-03-28,Kit Completo Comida de Dragão (3X) - 180g / Compra única,7,9,0,0.00,2026-03-13 11:32:46.007484+00
130,2025-03-28,Mordida de Dragão - Legumes - 180g / Compra única,5,8,0,0.00,2026-03-13 11:32:46.007484+00
156,2025-03-28,Kit Mordida de Dragão - Legumes (3X) (ASSINATURA) - 180g / Plano mensal,1,1,0,0.00,2026-03-13 11:32:46.007484+00
157,2025-03-28,Mordida de Dragão - Spirulina (ASSINATURA) - 180g / Plano mensal,1,0,0,0.00,2026-03-13 11:32:46.007484+00
176,2025-03-28,Kit Completo Comida de Dragão (3X),0,0,1,110.30,2026-03-13 11:32:46.007484+00
139,2025-03-28,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,3,2,0,0.00,2026-03-13 11:32:46.007484+00
140,2025-03-28,Kit Mordida de Dragão - Legumes (3X) - 180g / Compra única,3,7,0,0.00,2026-03-13 11:32:46.007484+00
143,2025-03-28,Kit Comida de Dragão - Original® (3X) (ASSINATURA) - 90g / Plano mensal,2,1,0,0.00,2026-03-13 11:32:46.007484+00
144,2025-03-28,Kit Mordida de Dragão - Spirulina (3X) - 180g / Compra única,2,0,0,0.00,2026-03-13 11:32:46.007484+00
177,2025-03-28,Kit Mordida de Dragão - Legumes (3X) (ASSINATURA),0,0,1,105.00,2026-03-13 11:32:46.007484+00
178,2025-03-28,Mordida de Dragão - Spirulina,0,0,1,42.00,2026-03-13 11:32:46.007484+00
126,2025-03-29,Comida de Dragão - Original® - 90g / Compra única,7,0,0,0.00,2026-03-13 11:32:46.007484+00
158,2025-03-29,Comida de Dragão - Original® (ASSINATURA) - 90g / Plano mensal,1,0,0,0.00,2026-03-13 11:32:46.007484+00
159,2025-03-29,Kit Mordida de Dragão - Legumes (3X) - 180g / Compra única,1,0,0,0.00,2026-03-13 11:32:46.007484+00
160,2025-03-29,Kit Mordida de Dragão - Spirulina (3X) - 180g / Compra única,1,0,0,0.00,2026-03-13 11:32:46.007484+00
161,2025-03-29,Mordida de Dragão - Spirulina (ASSINATURA) - 180g / Plano mensal,1,0,0,0.00,2026-03-13 11:32:46.007484+00
162,2025-03-29,Mordida de Dragão - Spirulina - 180g / Compra única,1,0,0,0.00,2026-03-13 11:32:46.007484+00
141,2025-03-29,Kit Completo Comida de Dragão (3X) - 180g / Compra única,3,0,0,0.00,2026-03-13 11:32:46.007484+00
145,2025-03-29,Kit Comida de Dragão - Original® (3X) (ASSINATURA) - 90g / Plano mensal,2,0,0,0.00,2026-03-13 11:32:46.007484+00
146,2025-03-29,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,2,0,0,0.00,2026-03-13 11:32:46.007484+00
147,2025-03-29,Mordida de Dragão - Legumes - 180g / Compra única,2,0,0,0.00,2026-03-13 11:32:46.007484+00
115,2025-03-30,Mordida de Dragão - Legumes - 180g / Compra única,17,0,0,0.00,2026-03-13 11:32:46.007484+00
119,2025-03-30,Comida de Dragão - Original® - 90g / Compra única,12,2,0,0.00,2026-03-13 11:32:46.007484+00
124,2025-03-30,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,8,0,0,0.00,2026-03-13 11:32:46.007484+00
128,2025-03-30,Kit Completo Comida de Dragão (3X) - 180g / Compra única,6,1,0,0.00,2026-03-13 11:32:46.007484+00
148,2025-03-30,Kit Mordida de Dragão - Spirulina (3X) - 180g / Compra única,2,0,0,0.00,2026-03-13 11:32:46.007484+00
163,2025-03-30,Kit Mordida de Dragão - Legumes (3X) (ASSINATURA) - 180g / Plano mensal,1,0,0,0.00,2026-03-13 11:32:46.007484+00
131,2025-03-30,Kit Comida de Dragão - Original® (3X) (ASSINATURA) - 90g / Plano mensal,5,0,0,0.00,2026-03-13 11:32:46.007484+00
132,2025-03-30,Kit Mordida de Dragão - Legumes (3X) - 180g / Compra única,4,0,0,0.00,2026-03-13 11:32:46.007484+00
133,2025-03-30,Mordida de Dragão - Spirulina (ASSINATURA) - 180g / Plano mensal,4,1,0,0.00,2026-03-13 11:32:46.007484+00
134,2025-03-30,Mordida de Dragão - Spirulina - 180g / Compra única,4,0,0,0.00,2026-03-13 11:32:46.007484+00
179,2025-03-30,Comida de Dragão - Original®,0,0,1,35.00,2026-03-13 11:32:46.007484+00
180,2025-03-30,Comida de Dragão - Original® (ASSINATURA) - 90g / Plano mensal,0,1,0,0.00,2026-03-13 11:32:46.007484+00
181,2025-03-30,Mordida de Dragão - Legumes (ASSINATURA) - 180g / Plano mensal,0,1,0,0.00,2026-03-13 11:32:46.007484+00
116,2025-03-31,Comida de Dragão - Original® - 90g / Compra única,16,15,0,0.00,2026-03-13 11:32:46.007484+00
149,2025-03-31,Kit Mordida de Dragão - Legumes (3X) - 180g / Compra única,2,1,0,0.00,2026-03-13 11:32:46.007484+00
150,2025-03-31,Kit Mordida de Dragão - Spirulina (3X) - 180g / Compra única,2,0,0,0.00,2026-03-13 11:32:46.007484+00
164,2025-03-31,Kit Comida de Dragão - Original® (3X) (ASSINATURA) - 90g / Plano mensal,1,0,0,0.00,2026-03-13 11:32:46.007484+00
165,2025-03-31,Kit Completo Comida de Dragão (3X) - 180g / Compra única,1,0,0,0.00,2026-03-13 11:32:46.007484+00
166,2025-03-31,Mordida de Dragão - Spirulina - 180g / Compra única,1,1,0,0.00,2026-03-13 11:32:46.007484+00
135,2025-03-31,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,4,3,0,0.00,2026-03-13 11:32:46.007484+00
136,2025-03-31,Mordida de Dragão - Legumes - 180g / Compra única,4,5,0,0.00,2026-03-13 11:32:46.007484+00
182,2025-03-31,Comida de Dragão - Original®,0,0,1,35.00,2026-03-13 11:32:46.007484+00
129,2025-04-01,Comida de Dragão - Original® - 90g / Compra única,6,58,0,0.00,2026-03-13 11:32:46.007484+00
167,2025-04-01,Mordida de Dragão - Legumes (ASSINATURA) - 180g / Plano mensal,1,0,0,0.00,2026-03-13 11:32:46.007484+00
183,2025-04-01,Kit Mordida de Dragão - Legumes (3X) - 180g / Compra única,0,1,0,0.00,2026-03-13 11:32:46.007484+00
184,2025-04-01,Kit Mordida de Dragão - Spirulina (3X) - 180g / Compra única,0,1,0,0.00,2026-03-13 11:32:46.007484+00
185,2025-04-01,Mordida de Dragão - Legumes - 180g / Compra única,0,4,0,0.00,2026-03-13 11:32:46.007484+00
117,2025-04-02,Comida de Dragão - Original® - 90g / Compra única,15,12,0,0.00,2026-03-13 11:32:46.007484+00
120,2025-04-02,Mordida de Dragão - Legumes - 180g / Compra única,12,1,0,0.00,2026-03-13 11:32:46.007484+00
122,2025-04-02,Comida de Dragão - Original® (ASSINATURA) - 90g / Plano mensal,10,1,0,0.00,2026-03-13 11:32:46.007484+00
151,2025-04-02,Kit Completo Comida de Dragão (3X) - 180g / Compra única,2,0,0,0.00,2026-03-13 11:32:46.007484+00
168,2025-04-02,Kit Comida de Dragão - Original® (3X) (ASSINATURA) - 90g / Plano mensal,1,0,0,0.00,2026-03-13 11:32:46.007484+00
169,2025-04-02,Kit Mordida de Dragão - Legumes (3X) (ASSINATURA) - 180g / Plano mensal,1,0,0,0.00,2026-03-13 11:32:46.007484+00
170,2025-04-02,Kit Mordida de Dragão - Spirulina (3X) - 180g / Compra única,1,0,0,0.00,2026-03-13 11:32:46.007484+00
171,2025-04-02,Mordida de Dragão - Legumes (ASSINATURA) - 180g / Plano mensal,1,0,0,0.00,2026-03-13 11:32:46.007484+00
172,2025-04-02,Mordida de Dragão - Spirulina (ASSINATURA) - 180g / Plano mensal,1,0,0,0.00,2026-03-13 11:32:46.007484+00
137,2025-04-02,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,4,0,0,0.00,2026-03-13 11:32:46.007484+00
138,2025-04-02,Mordida de Dragão - Spirulina - 180g / Compra única,4,1,0,0.00,2026-03-13 11:32:46.007484+00
142,2025-04-02,Kit Mordida de Dragão - Legumes (3X) - 180g / Compra única,3,0,0,0.00,2026-03-13 11:32:46.007484+00
218,2025-04-03,Mordida de Dragão - Spirulina - 180g / Compra única,3,0,0,0.00,2026-03-13 11:32:46.939042+00
234,2025-04-03,Kit Comida de Dragão - Original® (3X) (ASSINATURA) - 90g / Plano mensal,1,0,0,0.00,2026-03-13 11:32:46.939042+00
188,2025-04-03,Comida de Dragão - Original® - 90g / Compra única,18,2,0,0.00,2026-03-13 11:32:46.939042+00
194,2025-04-03,Kit Completo Comida de Dragão (3X) - 180g / Compra única,8,0,0,0.00,2026-03-13 11:32:46.939042+00
195,2025-04-03,Kit Mordida de Dragão - Legumes (3X) - 180g / Compra única,8,0,0,0.00,2026-03-13 11:32:46.939042+00
199,2025-04-03,Mordida de Dragão - Legumes - 180g / Compra única,7,0,0,0.00,2026-03-13 11:32:46.939042+00
200,2025-04-03,Kit Mordida de Dragão - Spirulina (3X) - 180g / Compra única,6,0,0,0.00,2026-03-13 11:32:46.939042+00
225,2025-04-03,Kit Mordida de Dragão - Legumes (3X) (ASSINATURA) - 180g / Plano mensal,2,0,0,0.00,2026-03-13 11:32:46.939042+00
212,2025-04-04,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,4,0,0,0.00,2026-03-13 11:32:46.939042+00
219,2025-04-04,Mordida de Dragão - Spirulina - 180g / Compra única,3,0,0,0.00,2026-03-13 11:32:46.939042+00
235,2025-04-04,Comida de Dragão - Original® (ASSINATURA) - 90g / Plano mensal,1,0,0,0.00,2026-03-13 11:32:46.939042+00
236,2025-04-04,Kit Comida de Dragão - Original® (3X) (ASSINATURA) - 90g / Plano mensal,1,0,0,0.00,2026-03-13 11:32:46.939042+00
237,2025-04-04,Kit Mordida de Dragão - Legumes (3X) (ASSINATURA) - 180g / Plano mensal,1,0,0,0.00,2026-03-13 11:32:46.939042+00
238,2025-04-04,Mordida de Dragão - Spirulina (ASSINATURA) - 180g / Plano mensal,1,0,0,0.00,2026-03-13 11:32:46.939042+00
250,2025-04-04,Comida de Dragão - Original®,0,0,1,35.00,2026-03-13 11:32:46.939042+00
251,2025-04-04,Mordida de Dragão - Legumes,0,0,1,42.00,2026-03-13 11:32:46.939042+00
190,2025-04-04,Comida de Dragão - Original® - 90g / Compra única,15,1,0,0.00,2026-03-13 11:32:46.939042+00
193,2025-04-04,Mordida de Dragão - Legumes - 180g / Compra única,9,1,0,0.00,2026-03-13 11:32:46.939042+00
201,2025-04-04,Kit Completo Comida de Dragão (3X) - 180g / Compra única,6,1,0,0.00,2026-03-13 11:32:46.939042+00
202,2025-04-04,Kit Mordida de Dragão - Spirulina (3X) - 180g / Compra única,6,0,0,0.00,2026-03-13 11:32:46.939042+00
207,2025-04-04,Kit Mordida de Dragão - Legumes (3X) - 180g / Compra única,5,0,0,0.00,2026-03-13 11:32:46.939042+00
213,2025-04-05,Kit Completo Comida de Dragão (3X) - 180g / Compra única,4,0,0,0.00,2026-03-13 11:32:46.939042+00
220,2025-04-05,Kit Mordida de Dragão - Spirulina (3X) - 180g / Compra única,3,0,0,0.00,2026-03-13 11:32:46.939042+00
221,2025-04-05,Mordida de Dragão - Legumes - 180g / Compra única,3,0,0,0.00,2026-03-13 11:32:46.939042+00
226,2025-04-05,Kit Comida de Dragão - Original® (3X) (ASSINATURA) - 90g / Plano mensal,2,0,0,0.00,2026-03-13 11:32:46.939042+00
227,2025-04-05,Mordida de Dragão - Spirulina (ASSINATURA) - 180g / Plano mensal,2,0,0,0.00,2026-03-13 11:32:46.939042+00
228,2025-04-05,Mordida de Dragão - Spirulina - 180g / Compra única,2,1,0,0.00,2026-03-13 11:32:46.939042+00
239,2025-04-05,Kit Comida de Dragão - Original® (3X) - 90g / Compra única,1,0,0,0.00,2026-03-13 11:32:46.939042+00
252,2025-04-05,Mordida de Dragão - Spirulina,0,0,1,42.00,2026-03-13 11:32:46.939042+00
191,2025-04-05,Comida de Dragão - Original® - 90g / Compra única,15,0,0,0.00,2026-03-13 11:32:46.939042+00
