id,operational_order_id,produto,quantidade,unidade,created_at,lote,valor_unitario
f43e177d-f781-44c5-8261-7d5e5cf57d7f,7a980a33-1998-4930-b12a-0c05011136aa,CD_MORDIDA_SPIRULINA_180G,1,un,2026-03-06 13:03:59.183777+00,,
f6d36811-fd18-4ec6-b4aa-632558b761cb,7a980a33-1998-4930-b12a-0c05011136aa,CD_CAIXA_SEEDING,1,un,2026-03-06 13:03:59.183777+00,,
8f0dc2b4-de3e-4c06-ac8c-bc028272844f,7a980a33-1998-4930-b12a-0c05011136aa,CD_INFOGRAFICO,1,un,2026-03-06 13:03:59.183777+00,,
7700c169-b8ca-4cdd-bd90-e3beb1b86a39,7a980a33-1998-4930-b12a-0c05011136aa,CD_ADESIVO,1,un,2026-03-06 13:03:59.183777+00,,
15e52ec9-5362-40da-ad4b-b5cdaa5ba2f5,728eda53-f94c-425e-873c-32b2ad5d77c4,CD_ORIGINAL_90G,1,un,2026-03-06 14:20:59.889426+00,,
a781e229-2541-4ff6-a997-790eb3acb460,728eda53-f94c-425e-873c-32b2ad5d77c4,CD_MORDIDA_LEGUMES_180G,1,un,2026-03-06 14:20:59.889426+00,,
69996613-6d50-4240-83ab-202871e64610,728eda53-f94c-425e-873c-32b2ad5d77c4,CD_CAIXA_SEEDING,1,un,2026-03-06 14:20:59.889426+00,,
003fb094-8a33-494e-b707-3fcfd2ba5dae,728eda53-f94c-425e-873c-32b2ad5d77c4,CD_INFOGRAFICO,1,un,2026-03-06 14:20:59.889426+00,,
53c56880-c394-470e-89b7-036639cf26ab,728eda53-f94c-425e-873c-32b2ad5d77c4,CD_ADESIVO,1,un,2026-03-06 14:20:59.889426+00,,
e151d138-94e5-4ebf-b913-c376e7a9c3f4,c2be90e4-5cf9-4934-8699-e1e6bf4fb90e,CD_GRUB_120G,1,un,2026-03-06 14:25:48.053825+00,,
66c4c2d8-3183-436b-8314-d1e1e1678208,c2be90e4-5cf9-4934-8699-e1e6bf4fb90e,CD_ORIGINAL_90G,1,un,2026-03-06 14:25:48.053825+00,,
66b7ca64-471e-4696-afd8-7be32b1fa049,c2be90e4-5cf9-4934-8699-e1e6bf4fb90e,CD_CAIXA_SEEDING,1,un,2026-03-06 14:25:48.053825+00,,
