id,date,dimension_type,dimension_value,sessions,users,new_users,bounce_rate,avg_session_duration,transactions,created_at,pages_per_session
16,2025-03-13,city,Rio de Janeiro,95,88,85,0.39,163.70,3,2026-03-13 11:32:43.867769+00,0
17,2025-03-13,city,Sao Paulo,64,57,54,0.36,164.10,0,2026-03-13 11:32:43.867769+00,0
18,2025-03-13,city,(not set),63,60,61,0.41,26.10,0,2026-03-13 11:32:43.867769+00,0
23,2025-03-13,city,Belo Horizonte,21,19,16,0.14,425.80,0,2026-03-13 11:32:43.867769+00,0
29,2025-03-13,city,Fortaleza,13,12,11,0.54,10.44,0,2026-03-13 11:32:43.867769+00,0
30,2025-03-13,city,Salvador,13,13,12,0.38,42.38,0,2026-03-13 11:32:43.867769+00,0
31,2025-03-13,city,Brasilia,12,12,12,0.33,29.08,0,2026-03-13 11:32:43.867769+00,0
36,2025-03-13,city,Curitiba,9,9,9,0.44,9.03,0,2026-03-13 11:32:43.867769+00,0
37,2025-03-13,city,Porto Alegre,9,8,6,0.56,9.42,0,2026-03-13 11:32:43.867769+00,0
39,2025-03-13,city,Campinas,8,8,8,0.25,44.66,0,2026-03-13 11:32:43.867769+00,0
40,2025-03-13,city,Recife,8,8,8,0.50,16.21,0,2026-03-13 11:32:43.867769+00,0
43,2025-03-13,city,Natal,7,7,7,0.57,9.09,0,2026-03-13 11:32:43.867769+00,0
49,2025-03-13,city,Juiz de Fora,5,5,5,0.20,19.62,0,2026-03-13 11:32:43.867769+00,0
50,2025-03-13,city,Maceio,5,5,5,0.40,4.10,0,2026-03-13 11:32:43.867769+00,0
51,2025-03-13,city,Miguel Pereira,5,2,0,0.40,566.88,0,2026-03-13 11:32:43.867769+00,0
52,2025-03-13,city,Niteroi,5,4,4,0.00,83.19,0,2026-03-13 11:32:43.867769+00,0
53,2025-03-13,city,Sao Gabriel,5,3,2,0.00,3534.97,0,2026-03-13 11:32:43.867769+00,0
59,2025-03-13,city,Goiania,4,4,4,0.25,8.64,0,2026-03-13 11:32:43.867769+00,0
60,2025-03-13,city,Jaboatao dos Guararapes,4,4,4,1.00,2.34,0,2026-03-13 11:32:43.867769+00,0
68,2025-03-13,city,Abreu e Lima,3,2,2,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
69,2025-03-13,city,Belford Roxo,3,3,3,0.33,103.61,0,2026-03-13 11:32:43.867769+00,0
70,2025-03-13,city,Botucatu,3,3,3,0.33,7.14,0,2026-03-13 11:32:43.867769+00,0
71,2025-03-13,city,Camaragibe,3,3,2,0.67,1.65,0,2026-03-13 11:32:43.867769+00,0
72,2025-03-13,city,Campina Grande,3,3,3,0.67,3.75,0,2026-03-13 11:32:43.867769+00,0
73,2025-03-13,city,Gravatai,3,2,2,0.33,75.46,0,2026-03-13 11:32:43.867769+00,0
74,2025-03-13,city,Joao Monlevade,3,3,3,0.33,29.83,0,2026-03-13 11:32:43.867769+00,0
75,2025-03-13,city,Lagoa Santa,3,3,3,0.67,3.37,0,2026-03-13 11:32:43.867769+00,0
76,2025-03-13,city,Luziania,3,3,3,0.67,0.64,0,2026-03-13 11:32:43.867769+00,0
77,2025-03-13,city,Mendes,3,3,3,0.67,13.26,0,2026-03-13 11:32:43.867769+00,0
82,2025-03-13,city,Teresina,3,3,3,0.67,6.16,0,2026-03-13 11:32:43.867769+00,0
83,2025-03-13,city,Tiete,3,3,3,0.33,43.88,0,2026-03-13 11:32:43.867769+00,0
98,2025-03-13,city,Acu,2,2,2,1.00,5.10,0,2026-03-13 11:32:43.867769+00,0
99,2025-03-13,city,Bertioga,2,2,2,0.50,5.98,0,2026-03-13 11:32:43.867769+00,0
100,2025-03-13,city,Brusque,2,2,3,0.00,37.50,0,2026-03-13 11:32:43.867769+00,0
101,2025-03-13,city,Camacari,2,2,2,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
102,2025-03-13,city,Carpina,2,2,2,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
103,2025-03-13,city,Chapeco,2,2,2,1.00,5.52,0,2026-03-13 11:32:43.867769+00,0
104,2025-03-13,city,Embu-Guacu,2,2,2,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
105,2025-03-13,city,Fazenda Rio Grande,2,2,2,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
106,2025-03-13,city,Feira de Santana,2,2,2,0.50,16.48,0,2026-03-13 11:32:43.867769+00,0
107,2025-03-13,city,Florianopolis,2,2,2,0.00,52.28,0,2026-03-13 11:32:43.867769+00,0
108,2025-03-13,city,Formosa,2,2,2,0.50,1.49,0,2026-03-13 11:32:43.867769+00,0
109,2025-03-13,city,Guaiba,2,2,2,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
110,2025-03-13,city,Guapimirim,2,2,2,0.00,61.87,0,2026-03-13 11:32:43.867769+00,0
111,2025-03-13,city,Guapo,2,2,2,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
112,2025-03-13,city,Guarulhos,2,1,1,0.00,62.00,0,2026-03-13 11:32:43.867769+00,0
113,2025-03-13,city,Indaiatuba,2,2,2,0.00,127.31,0,2026-03-13 11:32:43.867769+00,0
114,2025-03-13,city,Itatiba,2,2,2,0.50,11.77,0,2026-03-13 11:32:43.867769+00,0
115,2025-03-13,city,Jacarei,2,2,2,1.00,5.49,0,2026-03-13 11:32:43.867769+00,0
116,2025-03-13,city,Jaragua,2,1,2,1.00,2.35,0,2026-03-13 11:32:43.867769+00,0
117,2025-03-13,city,Juatuba,2,2,2,1.00,2.44,0,2026-03-13 11:32:43.867769+00,0
118,2025-03-13,city,Lagarto,2,2,2,1.00,5.27,0,2026-03-13 11:32:43.867769+00,0
119,2025-03-13,city,Lagoa da Prata,2,2,2,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
120,2025-03-13,city,Londrina,2,2,2,0.00,7.48,0,2026-03-13 11:32:43.867769+00,0
121,2025-03-13,city,Manhuacu,2,2,2,0.50,5.52,0,2026-03-13 11:32:43.867769+00,0
122,2025-03-13,city,Osasco,2,2,2,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
123,2025-03-13,city,Palmas,2,2,0,0.00,122.66,0,2026-03-13 11:32:43.867769+00,0
124,2025-03-13,city,Patrocinio,2,2,2,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
125,2025-03-13,city,Ponta Grossa,2,2,2,0.00,25.13,0,2026-03-13 11:32:43.867769+00,0
126,2025-03-13,city,Rio do Sul,2,2,2,0.50,2.49,0,2026-03-13 11:32:43.867769+00,0
127,2025-03-13,city,Salto,2,2,2,1.00,5.19,0,2026-03-13 11:32:43.867769+00,0
128,2025-03-13,city,Santa Luzia,2,2,2,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
129,2025-03-13,city,Santo Antonio de Jesus,2,2,2,0.50,29.74,0,2026-03-13 11:32:43.867769+00,0
130,2025-03-13,city,Sao Bernardo do Campo,2,2,2,0.00,123.12,0,2026-03-13 11:32:43.867769+00,0
131,2025-03-13,city,Sao Joao de Meriti,2,1,0,0.50,86.78,0,2026-03-13 11:32:43.867769+00,0
132,2025-03-13,city,Sao Jose de Ribamar,2,2,2,1.00,5.70,0,2026-03-13 11:32:43.867769+00,0
133,2025-03-13,city,Sao Lourenco da Mata,2,2,2,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
134,2025-03-13,city,Sao Luis,2,2,2,0.00,36.31,0,2026-03-13 11:32:43.867769+00,0
135,2025-03-13,city,Tupa,2,2,2,0.00,10.78,0,2026-03-13 11:32:43.867769+00,0
136,2025-03-13,city,Vespasiano,2,2,2,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
137,2025-03-13,city,Vitoria,2,2,2,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
138,2025-03-13,city,Votuporanga,2,2,2,0.50,20.36,0,2026-03-13 11:32:43.867769+00,0
180,2025-03-13,city,Abaetetuba,1,1,1,0.00,4.97,0,2026-03-13 11:32:43.867769+00,0
181,2025-03-13,city,Alagoinhas,1,1,1,0.00,0.28,0,2026-03-13 11:32:43.867769+00,0
182,2025-03-13,city,Amargosa,1,1,1,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
183,2025-03-13,city,Americana,1,1,1,0.00,75.59,0,2026-03-13 11:32:43.867769+00,0
184,2025-03-13,city,Anapolis,1,1,1,0.00,0.28,0,2026-03-13 11:32:43.867769+00,0
185,2025-03-13,city,Aparecida de Goiania,1,1,0,0.00,5.04,0,2026-03-13 11:32:43.867769+00,0
186,2025-03-13,city,Aracaju,1,1,1,0.00,0.15,0,2026-03-13 11:32:43.867769+00,0
187,2025-03-13,city,Araguaina,1,1,1,0.00,1.02,0,2026-03-13 11:32:43.867769+00,0
188,2025-03-13,city,Arapiraca,1,1,1,0.00,28.86,0,2026-03-13 11:32:43.867769+00,0
189,2025-03-13,city,Arcoverde,1,1,1,0.00,5.38,0,2026-03-13 11:32:43.867769+00,0
190,2025-03-13,city,Ariquemes,1,1,1,0.00,1.86,0,2026-03-13 11:32:43.867769+00,0
191,2025-03-13,city,Arroio do Meio,1,1,1,0.00,6.75,0,2026-03-13 11:32:43.867769+00,0
192,2025-03-13,city,Betim,1,1,1,0.00,7.60,0,2026-03-13 11:32:43.867769+00,0
193,2025-03-13,city,Birigui,1,1,0,0.00,392.82,0,2026-03-13 11:32:43.867769+00,0
194,2025-03-13,city,Brumado,1,1,1,0.00,7.40,0,2026-03-13 11:32:43.867769+00,0
195,2025-03-13,city,Cachoeirinha,1,1,1,0.00,100.10,0,2026-03-13 11:32:43.867769+00,0
196,2025-03-13,city,Caico,1,1,1,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
197,2025-03-13,city,Caucaia,1,1,0,0.00,179.50,0,2026-03-13 11:32:43.867769+00,0
198,2025-03-13,city,Caxias do Sul,1,1,1,0.00,580.67,0,2026-03-13 11:32:43.867769+00,0
199,2025-03-13,city,Conchas,1,1,1,0.00,0.00,0,2026-03-13 11:32:43.867769+00,0
200,2025-03-13,city,Feliz,1,1,1,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
201,2025-03-13,city,Garanhuns,1,1,1,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
202,2025-03-13,city,Iguatu,1,1,1,0.00,4.87,0,2026-03-13 11:32:43.867769+00,0
203,2025-03-13,city,Indaial,1,1,1,0.00,5.61,0,2026-03-13 11:32:43.867769+00,0
204,2025-03-13,city,Inhumas,1,1,1,0.00,0.13,0,2026-03-13 11:32:43.867769+00,0
205,2025-03-13,city,Irece,1,1,1,0.00,50.16,0,2026-03-13 11:32:43.867769+00,0
206,2025-03-13,city,Itaitinga,1,1,1,0.00,5.44,0,2026-03-13 11:32:43.867769+00,0
207,2025-03-13,city,Itajuba,1,1,2,0.00,4.98,0,2026-03-13 11:32:43.867769+00,0
208,2025-03-13,city,Jaragua do Sul,1,1,0,0.00,184.92,0,2026-03-13 11:32:43.867769+00,0
209,2025-03-13,city,Jose Bonifacio,1,1,1,0.00,10.90,0,2026-03-13 11:32:43.867769+00,0
210,2025-03-13,city,Lauro de Freitas,1,1,1,0.00,0.73,0,2026-03-13 11:32:43.867769+00,0
211,2025-03-13,city,Lulea,1,1,1,0.00,26.87,0,2026-03-13 11:32:43.867769+00,0
212,2025-03-13,city,Manaus,1,1,1,0.00,0.00,0,2026-03-13 11:32:43.867769+00,0
213,2025-03-13,city,Maua,1,1,1,0.00,1.95,0,2026-03-13 11:32:43.867769+00,0
214,2025-03-13,city,Monte Santo de Minas,1,1,1,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
215,2025-03-13,city,Pirapora,1,1,1,0.00,0.39,0,2026-03-13 11:32:43.867769+00,0
216,2025-03-13,city,Pocos de Caldas,1,1,1,0.00,213.34,0,2026-03-13 11:32:43.867769+00,0
217,2025-03-13,city,Presidente Prudente,1,1,1,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
218,2025-03-13,city,Registro,1,1,1,0.00,14.90,0,2026-03-13 11:32:43.867769+00,0
219,2025-03-13,city,Reston,1,1,1,0.00,35.02,0,2026-03-13 11:32:43.867769+00,0
220,2025-03-13,city,Rio Branco,1,1,2,0.00,0.00,0,2026-03-13 11:32:43.867769+00,0
221,2025-03-13,city,Santa Rita,1,1,1,0.00,14.13,0,2026-03-13 11:32:43.867769+00,0
222,2025-03-13,city,Santiago,1,1,1,0.00,4.90,0,2026-03-13 11:32:43.867769+00,0
223,2025-03-13,city,Santo Antonio do Descoberto,1,1,1,0.00,4.85,0,2026-03-13 11:32:43.867769+00,0
224,2025-03-13,city,Sao Carlos,1,1,1,0.00,3.64,0,2026-03-13 11:32:43.867769+00,0
225,2025-03-13,city,Sao Francisco de Paula,1,1,0,0.00,5.63,0,2026-03-13 11:32:43.867769+00,0
226,2025-03-13,city,Sao Goncalo,1,1,1,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
227,2025-03-13,city,Sao Jose,1,1,1,0.00,63.16,0,2026-03-13 11:32:43.867769+00,0
228,2025-03-13,city,Sao Jose de Mipibu,1,1,1,0.00,9.25,0,2026-03-13 11:32:43.867769+00,0
229,2025-03-13,city,Sao Jose dos Campos,1,1,1,0.00,5.04,0,2026-03-13 11:32:43.867769+00,0
230,2025-03-13,city,Sao Mateus do Sul,1,1,1,0.00,5.38,0,2026-03-13 11:32:43.867769+00,0
231,2025-03-13,city,Senador Canedo,1,1,1,0.00,0.49,0,2026-03-13 11:32:43.867769+00,0
232,2025-03-13,city,Serrinha,1,1,1,0.00,5.27,0,2026-03-13 11:32:43.867769+00,0
233,2025-03-13,city,Simoes Filho,1,1,1,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
234,2025-03-13,city,Sombrio,1,1,1,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
235,2025-03-13,city,Tijucas,1,1,1,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
236,2025-03-13,city,Unai,1,1,1,0.00,68.83,0,2026-03-13 11:32:43.867769+00,0
237,2025-03-13,city,Viamao,1,1,1,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
238,2025-03-13,city,Winnipeg,1,1,1,0.00,26.71,0,2026-03-13 11:32:43.867769+00,0
328,2025-03-13,landing_page,/,143,138,129,0.24,203.76,0,2026-03-13 11:32:43.867769+00,0
330,2025-03-13,landing_page,/products/comida-de-dragao-original-assinatura,98,98,100,0.40,2.98,0,2026-03-13 11:32:43.867769+00,0
333,2025-03-13,landing_page,/wpm@55ec44bcw9257550bp53d792c9m349925d7/custom/web-pixel-129106223@13/sandbox/modern,40,40,39,0.58,30.21,0,2026-03-13 11:32:43.867769+00,0
337,2025-03-13,landing_page,/wpm@55ec44bcw9257550bp53d792c9m349925d7/custom/web-pixel-129106223@13/sandbox/modern/products/comida-de-dragao-original-assinatura,27,27,27,0.89,3.72,0,2026-03-13 11:32:43.867769+00,0
340,2025-03-13,landing_page,/products/comida-de-dragao-original,25,25,20,0.04,23.74,0,2026-03-13 11:32:43.867769+00,0
342,2025-03-13,landing_page,/collections/produtos,22,22,21,0.00,160.74,1,2026-03-13 11:32:43.867769+00,0
343,2025-03-13,landing_page,/products/kit-mordida-de-dragao-legumes-assinatura,22,22,22,0.36,9.39,0,2026-03-13 11:32:43.867769+00,0
344,2025-03-13,landing_page,/wpm@0957fa28w27f2264ap0f681023md63ec12c/custom/web-pixel-129106223@13/sandbox/modern,22,22,21,0.32,217.17,1,2026-03-13 11:32:43.867769+00,0
346,2025-03-13,landing_page,/wpm@0957fa28w27f2264ap0f681023md63ec12c/custom/web-pixel-129106223@13/sandbox/modern/products/comida-de-dragao-original-assinatura,20,20,20,0.90,2.72,0,2026-03-13 11:32:43.867769+00,0
347,2025-03-13,landing_page,/products/kit-comida-de-dragao-original-3x,17,17,16,0.65,5.04,0,2026-03-13 11:32:43.867769+00,0
348,2025-03-13,landing_page,/products/mordida-de-dragao-legumes,17,17,17,0.41,10.36,0,2026-03-13 11:32:43.867769+00,0
350,2025-03-13,landing_page,(not set),15,15,0,1.00,0.17,0,2026-03-13 11:32:43.867769+00,0
353,2025-03-13,landing_page,/collections/all,11,11,9,0.00,194.22,1,2026-03-13 11:32:43.867769+00,0
361,2025-03-13,landing_page,/wpm@0957fa28w27f2264ap0f681023md63ec12c/custom/web-pixel-129106223@13/sandbox/modern/products/kit-mordida-de-dragao-legumes-assinatura,8,8,8,0.88,3.46,0,2026-03-13 11:32:43.867769+00,0
362,2025-03-13,landing_page,/wpm@4a6c08d9w92287e3cpcb236027ma0068f2f/custom/web-pixel-129106223@13/sandbox/modern/products/kit-comida-de-dragao-original-3x,8,8,8,0.75,2.61,0,2026-03-13 11:32:43.867769+00,0
363,2025-03-13,landing_page,/wpm@0957fa28w27f2264ap0f681023md63ec12c/custom/web-pixel-129106223@13/sandbox/modern/products/comida-de-dragao-original,7,7,7,0.57,102.52,0,2026-03-13 11:32:43.867769+00,0
366,2025-03-13,landing_page,/wpm@4a6c08d9w92287e3cpcb236027ma0068f2f/custom/web-pixel-129106223@13/sandbox/modern,6,6,6,0.67,25.49,0,2026-03-13 11:32:43.867769+00,0
375,2025-03-13,landing_page,/en,5,5,3,0.00,395.98,0,2026-03-13 11:32:43.867769+00,0
376,2025-03-13,landing_page,/wpm@4a6c08d9w92287e3cpcb236027ma0068f2f/custom/web-pixel-129106223@13/sandbox/modern/products/kit-mordida-de-dragao-legumes-assinatura,5,5,4,0.60,2.97,0,2026-03-13 11:32:43.867769+00,0
379,2025-03-13,landing_page,/products/comida-de-dragao-original-®-1-pacote-unico,4,2,1,0.00,1872.12,0,2026-03-13 11:32:43.867769+00,0
380,2025-03-13,landing_page,/wpm@4a6c08d9w92287e3cpcb236027ma0068f2f/custom/web-pixel-129106223@13/sandbox/modern/products/mordida-de-dragao-legumes,4,4,4,1.00,1.27,0,2026-03-13 11:32:43.867769+00,0
397,2025-03-13,landing_page,/products/mordida-de-dragao-spirulina,2,1,1,0.00,4.01,0,2026-03-13 11:32:43.867769+00,0
398,2025-03-13,landing_page,/wpm@0957fa28w27f2264ap0f681023md63ec12c/custom/web-pixel-129106223@13/sandbox/modern/en,2,2,1,0.00,24.83,0,2026-03-13 11:32:43.867769+00,0
399,2025-03-13,landing_page,/wpm@0957fa28w27f2264ap0f681023md63ec12c/custom/web-pixel-129106223@13/sandbox/modern/products/kit-comida-de-dragao-original-3x,2,2,2,1.00,5.88,0,2026-03-13 11:32:43.867769+00,0
400,2025-03-13,landing_page,/wpm@0957fa28w27f2264ap0f681023md63ec12c/custom/web-pixel-129106223@13/sandbox/modern/products/mordida-de-dragao-legumes,2,2,2,1.00,2.56,0,2026-03-13 11:32:43.867769+00,0
413,2025-03-13,landing_page,/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSk1EV1NTWFZTM1AwSEJFSjdYWk4yUzRU,1,1,0,0.00,171.03,0,2026-03-13 11:32:43.867769+00,0
414,2025-03-13,landing_page,/en/products/kit-completo-comida-de-dragao-3x,1,1,0,0.00,5.63,0,2026-03-13 11:32:43.867769+00,0
415,2025-03-13,landing_page,/wpm@4a6c08d9w92287e3cpcb236027ma0068f2f/custom/web-pixel-129106223@13/sandbox/modern/products/comida-de-dragao-original-assinatura,1,1,1,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
416,2025-03-13,landing_page,/wpm@55ec44bcw9257550bp53d792c9m349925d7/custom/web-pixel-129106223@13/sandbox/modern/collections/produtos,1,1,0,0.00,8.82,0,2026-03-13 11:32:43.867769+00,0
417,2025-03-13,landing_page,/wpm@55ec44bcw9257550bp53d792c9m349925d7/custom/web-pixel-129106223@13/sandbox/modern/products/comida-de-dragao-original,1,1,0,0.00,11501.05,0,2026-03-13 11:32:43.867769+00,0
1,2025-03-13,device,mobile,484,461,462,0.42,45.06,2,2026-03-13 11:32:43.867769+00,0
6,2025-03-13,device,desktop,60,40,27,0.27,711.09,1,2026-03-13 11:32:43.867769+00,0
78,2025-03-13,city,Montes Claros,3,3,3,0.00,17.97,0,2026-03-13 11:32:43.867769+00,0
79,2025-03-13,city,Nova Iguacu,3,3,3,0.67,5.78,0,2026-03-13 11:32:43.867769+00,0
80,2025-03-13,city,Santa Cruz do Capibaribe,3,3,3,0.33,8.73,0,2026-03-13 11:32:43.867769+00,0
81,2025-03-13,city,Sao Joao del Rei,3,1,0,0.33,29.57,0,2026-03-13 11:32:43.867769+00,0
20,2025-03-14,city,Rio de Janeiro,41,37,35,0.37,50.81,1,2026-03-13 11:32:43.867769+00,0
21,2025-03-14,city,Sao Paulo,28,24,23,0.36,252.89,0,2026-03-13 11:32:43.867769+00,0
25,2025-03-14,city,(not set),20,19,16,0.40,46.94,1,2026-03-13 11:32:43.867769+00,0
54,2025-03-14,city,Belo Horizonte,5,5,5,0.20,107.48,0,2026-03-13 11:32:43.867769+00,0
55,2025-03-14,city,Porto Alegre,5,5,4,0.60,10.19,0,2026-03-13 11:32:43.867769+00,0
56,2025-03-14,city,Sao Joao del Rei,5,2,0,0.20,188.53,1,2026-03-13 11:32:43.867769+00,0
61,2025-03-14,city,Curitiba,4,4,4,0.75,80.43,0,2026-03-13 11:32:43.867769+00,0
62,2025-03-14,city,Niteroi,4,4,3,0.50,186.72,0,2026-03-13 11:32:43.867769+00,0
84,2025-03-14,city,Caxias do Sul,3,3,3,0.33,34.01,0,2026-03-13 11:32:43.867769+00,0
85,2025-03-14,city,Parauapebas,3,3,3,0.33,39.57,0,2026-03-13 11:32:43.867769+00,0
86,2025-03-14,city,Sao Gabriel,3,1,0,0.33,922.10,0,2026-03-13 11:32:43.867769+00,0
87,2025-03-14,city,Sao Jose dos Pinhais,3,1,0,0.00,194.54,0,2026-03-13 11:32:43.867769+00,0
139,2025-03-14,city,Bariri,2,1,0,0.50,7.15,0,2026-03-13 11:32:43.867769+00,0
140,2025-03-14,city,Brasilia,2,2,2,0.00,145.09,0,2026-03-13 11:32:43.867769+00,0
141,2025-03-14,city,Brisbane,2,2,2,0.50,4.86,0,2026-03-13 11:32:43.867769+00,0
142,2025-03-14,city,Cabo de Santo Agostinho,2,2,2,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
143,2025-03-14,city,Caceres,2,2,2,1.00,3.92,0,2026-03-13 11:32:43.867769+00,0
144,2025-03-14,city,Campos dos Goytacazes,2,2,2,0.50,2.48,0,2026-03-13 11:32:43.867769+00,0
145,2025-03-14,city,Fortaleza,2,2,2,1.00,4.15,0,2026-03-13 11:32:43.867769+00,0
146,2025-03-14,city,Goiania,2,1,0,0.00,455.22,0,2026-03-13 11:32:43.867769+00,0
147,2025-03-14,city,Guarulhos,2,1,0,0.00,332.77,0,2026-03-13 11:32:43.867769+00,0
148,2025-03-14,city,Maceio,2,2,2,0.00,5.00,0,2026-03-13 11:32:43.867769+00,0
149,2025-03-14,city,Maringa,2,2,2,0.50,4.70,0,2026-03-13 11:32:43.867769+00,0
150,2025-03-14,city,Natal,2,2,2,0.50,2.95,0,2026-03-13 11:32:43.867769+00,0
151,2025-03-14,city,Niquelandia,2,2,2,0.00,25.64,0,2026-03-13 11:32:43.867769+00,0
152,2025-03-14,city,Ourinhos,2,2,2,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
153,2025-03-14,city,Piracicaba,2,2,1,0.50,6.83,0,2026-03-13 11:32:43.867769+00,0
154,2025-03-14,city,Santa Rita do Sapucai,2,2,2,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
155,2025-03-14,city,Santana do Ipanema,2,2,2,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
156,2025-03-14,city,Sao Bernardo do Campo,2,2,2,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
157,2025-03-14,city,Sao Sebastiao do Paraiso,2,2,2,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
158,2025-03-14,city,Vila Velha,2,2,2,0.50,1.77,0,2026-03-13 11:32:43.867769+00,0
159,2025-03-14,city,Warsaw,2,2,2,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
239,2025-03-14,city,Acu,1,1,1,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
240,2025-03-14,city,Aracaju,1,1,1,0.00,1502.69,0,2026-03-13 11:32:43.867769+00,0
241,2025-03-14,city,Arapiraca,1,1,1,0.00,12.33,0,2026-03-13 11:32:43.867769+00,0
242,2025-03-14,city,Atibaia,1,1,1,0.00,6.53,0,2026-03-13 11:32:43.867769+00,0
243,2025-03-14,city,Castanhal,1,1,1,0.00,4.00,0,2026-03-13 11:32:43.867769+00,0
244,2025-03-14,city,Charqueadas,1,1,1,0.00,0.00,0,2026-03-13 11:32:43.867769+00,0
245,2025-03-14,city,Duque de Caxias,1,1,1,0.00,10.47,0,2026-03-13 11:32:43.867769+00,0
246,2025-03-14,city,Florianopolis,1,1,1,0.00,21.48,0,2026-03-13 11:32:43.867769+00,0
247,2025-03-14,city,Garca,1,1,0,0.00,5.34,0,2026-03-13 11:32:43.867769+00,0
248,2025-03-14,city,Ibiuna,1,1,1,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
249,2025-03-14,city,Indaial,1,1,0,0.00,6.43,0,2026-03-13 11:32:43.867769+00,0
250,2025-03-14,city,Itapetininga,1,1,1,0.00,4.98,0,2026-03-13 11:32:43.867769+00,0
251,2025-03-14,city,Iturama,1,1,1,0.00,4.73,0,2026-03-13 11:32:43.867769+00,0
252,2025-03-14,city,Marica,1,1,1,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
253,2025-03-14,city,Recife,1,1,1,0.00,2.35,0,2026-03-13 11:32:43.867769+00,0
254,2025-03-14,city,Ribeirao Preto,1,1,1,1.00,4.48,0,2026-03-13 11:32:43.867769+00,0
255,2025-03-14,city,Santo Antonio de Jesus,1,1,1,0.00,6.57,0,2026-03-13 11:32:43.867769+00,0
256,2025-03-14,city,Vitoria,1,1,1,0.00,0.39,0,2026-03-13 11:32:43.867769+00,0
331,2025-03-14,landing_page,/,61,56,47,0.20,196.44,1,2026-03-13 11:32:43.867769+00,0
341,2025-03-14,landing_page,/wpm@4a6c08d9w92287e3cpcb236027ma0068f2f/custom/web-pixel-129106223@13/sandbox/modern,23,23,20,0.48,128.69,0,2026-03-13 11:32:43.867769+00,0
354,2025-03-14,landing_page,(not set),11,11,0,1.00,0.18,0,2026-03-13 11:32:43.867769+00,0
357,2025-03-14,landing_page,/products/mordida-de-dragao-legumes,10,10,10,0.60,4.32,0,2026-03-13 11:32:43.867769+00,0
358,2025-03-14,landing_page,/wpm@4a6c08d9w92287e3cpcb236027ma0068f2f/custom/web-pixel-129106223@13/sandbox/modern/products/mordida-de-dragao-legumes,10,10,10,0.80,4.04,0,2026-03-13 11:32:43.867769+00,0
364,2025-03-14,landing_page,/products/kit-mordida-de-dragao-legumes-assinatura,7,7,7,0.43,3.11,0,2026-03-13 11:32:43.867769+00,0
367,2025-03-14,landing_page,/collections/produtos,6,6,6,0.00,97.42,0,2026-03-13 11:32:43.867769+00,0
368,2025-03-14,landing_page,/products/kit-comida-de-dragao-original-3x,6,6,6,0.50,3.32,0,2026-03-13 11:32:43.867769+00,0
369,2025-03-14,landing_page,/wpm@25defc1cw623deafep7265ec1cm5d91da82/custom/web-pixel-129106223@13/sandbox/modern,6,6,6,0.50,52.18,0,2026-03-13 11:32:43.867769+00,0
381,2025-03-14,landing_page,/collections/all,4,4,3,0.00,140.15,1,2026-03-13 11:32:43.867769+00,0
382,2025-03-14,landing_page,/products/comida-de-dragao-original,4,4,2,0.00,197.85,0,2026-03-13 11:32:43.867769+00,0
383,2025-03-14,landing_page,/wpm@4a6c08d9w92287e3cpcb236027ma0068f2f/custom/web-pixel-129106223@13/sandbox/modern/products/kit-comida-de-dragao-original-3x,4,4,4,1.00,0.00,0,2026-03-13 11:32:43.867769+00,0
