id,date,dimension_type,dimension_value,sessions,users,new_users,bounce_rate,avg_session_duration,transactions,created_at,pages_per_session
8145,2025-06-26,city,Gurugram,2,2,2,0.50,18.74,0,2026-03-13 11:32:59.156073+00,0
8146,2025-06-26,city,Iguatu,2,2,2,1.00,4.37,0,2026-03-13 11:32:59.156073+00,0
8147,2025-06-26,city,Itu,2,2,2,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8148,2025-06-26,city,Januaria,2,2,2,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8149,2025-06-26,city,Londrina,2,2,2,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8150,2025-06-26,city,Manaus,2,2,2,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8151,2025-06-26,city,Moji-Mirim,2,2,2,0.50,5.00,0,2026-03-13 11:32:59.156073+00,0
8152,2025-06-26,city,Nova Vicosa,2,2,2,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8153,2025-06-26,city,Osasco,2,2,2,0.00,27.77,0,2026-03-13 11:32:59.156073+00,0
8154,2025-06-26,city,Papagaios,2,2,2,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8155,2025-06-26,city,Petropolis,2,2,2,0.00,1.22,0,2026-03-13 11:32:59.156073+00,0
8156,2025-06-26,city,Pindamonhangaba,2,2,2,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8157,2025-06-26,city,Piraju,2,2,2,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8158,2025-06-26,city,Recife,2,2,2,0.50,1.41,0,2026-03-13 11:32:59.156073+00,0
8159,2025-06-26,city,Santos,2,2,2,0.50,2.51,0,2026-03-13 11:32:59.156073+00,0
8160,2025-06-26,city,Sao Carlos,2,2,2,0.50,2.48,0,2026-03-13 11:32:59.156073+00,0
8161,2025-06-26,city,Sao Joao da Barra,2,2,2,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8162,2025-06-26,city,Social Circle,2,2,0,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8163,2025-06-26,city,Sorriso,2,2,2,1.00,2.21,0,2026-03-13 11:32:59.156073+00,0
8164,2025-06-26,city,Tatui,2,2,2,0.50,3.98,0,2026-03-13 11:32:59.156073+00,0
8165,2025-06-26,city,Taubate,2,2,2,1.00,2.55,0,2026-03-13 11:32:59.156073+00,0
8166,2025-06-26,city,Vitoria,2,2,0,0.00,78.45,0,2026-03-13 11:32:59.156073+00,0
8338,2025-06-26,city,Americana,1,1,1,0.00,53.87,0,2026-03-13 11:32:59.156073+00,0
8339,2025-06-26,city,Angra dos Reis,1,1,1,0.00,6.07,0,2026-03-13 11:32:59.156073+00,0
8340,2025-06-26,city,Araruama,1,1,0,0.00,5.18,0,2026-03-13 11:32:59.156073+00,0
8341,2025-06-26,city,Belem,1,1,1,0.00,1.75,0,2026-03-13 11:32:59.156073+00,0
8342,2025-06-26,city,Birigui,1,1,0,0.00,1560.27,0,2026-03-13 11:32:59.156073+00,0
8343,2025-06-26,city,Caceres,1,1,1,0.00,7.61,0,2026-03-13 11:32:59.156073+00,0
8344,2025-06-26,city,Cachoeiras de Macacu,1,1,0,0.00,6.71,0,2026-03-13 11:32:59.156073+00,0
8345,2025-06-26,city,Campos dos Goytacazes,1,1,1,0.00,4.99,0,2026-03-13 11:32:59.156073+00,0
8346,2025-06-26,city,Candeias,1,1,1,0.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8347,2025-06-26,city,Caraguatatuba,1,1,1,0.00,0.21,0,2026-03-13 11:32:59.156073+00,0
8348,2025-06-26,city,Carapicuiba,1,1,1,0.00,0.46,0,2026-03-13 11:32:59.156073+00,0
8349,2025-06-26,city,Cascavel,1,1,1,0.00,0.16,0,2026-03-13 11:32:59.156073+00,0
8350,2025-06-26,city,Catanduva,1,1,1,0.00,60.44,0,2026-03-13 11:32:59.156073+00,0
8351,2025-06-26,city,Cosmopolis,1,1,1,0.00,7.28,0,2026-03-13 11:32:59.156073+00,0
8352,2025-06-26,city,Cubatao,1,1,1,0.00,0.32,0,2026-03-13 11:32:59.156073+00,0
8353,2025-06-26,city,Feira de Santana,1,1,1,0.00,5.41,0,2026-03-13 11:32:59.156073+00,0
8354,2025-06-26,city,Guapimirim,1,1,1,0.00,23.09,0,2026-03-13 11:32:59.156073+00,0
8355,2025-06-26,city,Hortolandia,1,1,1,0.00,54.92,0,2026-03-13 11:32:59.156073+00,0
8356,2025-06-26,city,Ibiuna,1,1,1,0.00,0.13,0,2026-03-13 11:32:59.156073+00,0
8357,2025-06-26,city,Indaiatuba,1,1,1,0.00,1.17,0,2026-03-13 11:32:59.156073+00,0
8358,2025-06-26,city,Itaperuna,1,1,1,0.00,5.96,0,2026-03-13 11:32:59.156073+00,0
8359,2025-06-26,city,Jaboatao dos Guararapes,1,1,1,0.00,0.86,0,2026-03-13 11:32:59.156073+00,0
8360,2025-06-26,city,Jacarei,1,1,1,0.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8361,2025-06-26,city,Jaragua do Sul,1,1,0,0.00,8.04,0,2026-03-13 11:32:59.156073+00,0
8362,2025-06-26,city,Joao Pessoa,1,1,1,0.00,32.58,0,2026-03-13 11:32:59.156073+00,0
8363,2025-06-26,city,Lauro de Freitas,1,1,1,0.00,179.08,0,2026-03-13 11:32:59.156073+00,0
8364,2025-06-26,city,Macae,1,1,1,1.00,1.10,0,2026-03-13 11:32:59.156073+00,0
8365,2025-06-26,city,Mage,1,1,1,0.00,2.11,0,2026-03-13 11:32:59.156073+00,0
8366,2025-06-26,city,Mangaratiba,1,1,1,0.00,7.66,0,2026-03-13 11:32:59.156073+00,0
8367,2025-06-26,city,Marica,1,1,1,0.00,111.09,0,2026-03-13 11:32:59.156073+00,0
8368,2025-06-26,city,Mesquita,1,1,1,0.00,6.70,0,2026-03-13 11:32:59.156073+00,0
8369,2025-06-26,city,Montes Claros,1,1,1,0.00,0.30,0,2026-03-13 11:32:59.156073+00,0
8370,2025-06-26,city,Nilopolis,1,1,1,0.00,0.11,0,2026-03-13 11:32:59.156073+00,0
8371,2025-06-26,city,Nova Friburgo,1,1,1,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8372,2025-06-26,city,Nova Serrana,1,1,1,0.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8373,2025-06-26,city,Nuestra Senora de La Paz,1,1,1,0.00,31.68,0,2026-03-13 11:32:59.156073+00,0
8374,2025-06-26,city,Olimpia,1,1,2,0.00,62.55,0,2026-03-13 11:32:59.156073+00,0
8375,2025-06-26,city,Pacatuba,1,1,1,0.00,5.36,0,2026-03-13 11:32:59.156073+00,0
8376,2025-06-26,city,Parnaiba,1,1,1,0.00,0.23,0,2026-03-13 11:32:59.156073+00,0
8377,2025-06-26,city,Parnamirim,1,1,1,0.00,0.62,0,2026-03-13 11:32:59.156073+00,0
8378,2025-06-26,city,Paulista,1,1,1,0.00,1.36,0,2026-03-13 11:32:59.156073+00,0
8379,2025-06-26,city,Ponta Grossa,1,1,1,0.00,0.08,0,2026-03-13 11:32:59.156073+00,0
8380,2025-06-26,city,Resende,1,1,1,0.00,6.35,0,2026-03-13 11:32:59.156073+00,0
8381,2025-06-26,city,Salto,1,1,1,0.00,5.32,0,2026-03-13 11:32:59.156073+00,0
8382,2025-06-26,city,Salvador,1,1,1,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8383,2025-06-26,city,Sao Bernardo do Campo,1,1,1,0.00,7.08,0,2026-03-13 11:32:59.156073+00,0
8384,2025-06-26,city,Teresopolis,1,1,1,0.00,0.09,0,2026-03-13 11:32:59.156073+00,0
8385,2025-06-26,city,Varginha,1,1,1,0.00,0.16,0,2026-03-13 11:32:59.156073+00,0
8386,2025-06-26,city,Vicosa,1,1,1,0.00,0.05,0,2026-03-13 11:32:59.156073+00,0
8600,2025-06-26,landing_page,/collections/all,94,94,93,0.35,31.40,0,2026-03-13 11:32:59.156073+00,0
8603,2025-06-26,landing_page,/products/comida-de-dragao-original,75,74,71,0.20,41.52,0,2026-03-13 11:32:59.156073+00,0
8608,2025-06-26,landing_page,/,40,40,32,0.08,275.99,0,2026-03-13 11:32:59.156073+00,0
8609,2025-06-26,landing_page,/collections/produtos,39,39,39,0.05,60.01,0,2026-03-13 11:32:59.156073+00,0
8613,2025-06-26,landing_page,/wpm@437ec4abwae94ef57p8aa99279m28035f2c/custom/web-pixel-129106223@13/sandbox/modern/products/comida-de-dragao-original,29,29,29,0.79,5.09,0,2026-03-13 11:32:59.156073+00,0
8617,2025-06-26,landing_page,/wpm@b83df233w7ec68ea4p778a0999mb389f9db/custom/web-pixel-129106223@13/sandbox/modern/collections/all,18,18,18,0.83,2.06,0,2026-03-13 11:32:59.156073+00,0
8620,2025-06-26,landing_page,/wpm@437ec4abwae94ef57p8aa99279m28035f2c/custom/web-pixel-129106223@13/sandbox/modern/collections/all,15,15,15,0.93,0.63,0,2026-03-13 11:32:59.156073+00,0
8631,2025-06-26,landing_page,(not set),8,8,0,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8644,2025-06-26,landing_page,/wpm@437ec4abwae94ef57p8aa99279m28035f2c/custom/web-pixel-129106223@13/sandbox/modern,5,3,1,0.00,2079.24,0,2026-03-13 11:32:59.156073+00,0
8645,2025-06-26,landing_page,/wpm@46174306w59c42c99p9ca38447m3a293753/custom/web-pixel-129106223@13/sandbox/modern/collections/all,5,5,5,1.00,2.04,0,2026-03-13 11:32:59.156073+00,0
8650,2025-06-26,landing_page,/pages/impacto,4,4,4,0.00,24.77,0,2026-03-13 11:32:59.156073+00,0
8651,2025-06-26,landing_page,/products/kit-completo-comida-de-dragao-3x,4,3,2,0.00,5.20,0,2026-03-13 11:32:59.156073+00,0
8652,2025-06-26,landing_page,/products/kit-mordida-de-dragao-legumes-3x,4,4,4,0.50,14.76,0,2026-03-13 11:32:59.156073+00,0
8666,2025-06-26,landing_page,/products/kit-mordida-de-dragao-spirulina-3x,3,3,3,0.00,35.94,0,2026-03-13 11:32:59.156073+00,0
8685,2025-06-26,landing_page,/wpm@437ec4abwae94ef57p8aa99279m28035f2c/custom/web-pixel-129106223@13/sandbox/modern/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSlkxR1pWRzJYSzFZS0hUQzlGMlZBRjM1,2,1,0,0.00,841.68,0,2026-03-13 11:32:59.156073+00,0
8686,2025-06-26,landing_page,/wpm@437ec4abwae94ef57p8aa99279m28035f2c/custom/web-pixel-129106223@13/sandbox/modern/products/kit-mordida-de-dragao-spirulina-assinatura,2,2,2,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8687,2025-06-26,landing_page,/wpm@46174306w59c42c99p9ca38447m3a293753/custom/web-pixel-129106223@13/sandbox/modern,2,2,2,0.00,939.91,0,2026-03-13 11:32:59.156073+00,0
8714,2025-06-26,landing_page,/products/kit-mordida-de-dragao-legumes-assinatura,1,1,1,0.00,0.04,0,2026-03-13 11:32:59.156073+00,0
8715,2025-06-26,landing_page,/products/mordida-de-dragao-legumes,1,1,1,0.00,0.39,0,2026-03-13 11:32:59.156073+00,0
8716,2025-06-26,landing_page,/products/mordida-de-dragao-spirulina-assinatura,1,1,1,0.00,4.87,0,2026-03-13 11:32:59.156073+00,0
8717,2025-06-26,landing_page,/wpm@437ec4abwae94ef57p8aa99279m28035f2c/custom/web-pixel-129106223@13/sandbox/modern/collections/produtos,1,1,1,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8718,2025-06-26,landing_page,/wpm@437ec4abwae94ef57p8aa99279m28035f2c/custom/web-pixel-129106223@13/sandbox/modern/products/kit-comida-de-dragao-original-3x,1,1,1,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8719,2025-06-26,landing_page,/wpm@437ec4abwae94ef57p8aa99279m28035f2c/custom/web-pixel-129106223@13/sandbox/modern/products/kit-mordida-de-dragao-spirulina-3x,1,1,1,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8720,2025-06-26,landing_page,/wpm@b255a8fdw12ab80e7p1fd396c8mec4cbafa/custom/web-pixel-129106223@13/sandbox/modern,1,1,1,0.00,31.68,0,2026-03-13 11:32:59.156073+00,0
8721,2025-06-26,landing_page,/wpm@b255a8fdw12ab80e7p1fd396c8mec4cbafa/custom/web-pixel-129106223@13/sandbox/modern/collections/all,1,1,1,1.00,8.74,0,2026-03-13 11:32:59.156073+00,0
8722,2025-06-26,landing_page,/wpm@b255a8fdw12ab80e7p1fd396c8mec4cbafa/custom/web-pixel-129106223@13/sandbox/modern/products/comida-de-dragao-original®-plano-semestral,1,1,1,0.00,30.06,0,2026-03-13 11:32:59.156073+00,0
8723,2025-06-26,landing_page,/wpm@b83df233w7ec68ea4p778a0999mb389f9db/custom/web-pixel-129106223@13/sandbox/modern,1,1,1,1.00,5.02,0,2026-03-13 11:32:59.156073+00,0
8724,2025-06-26,landing_page,/wpm@b83df233w7ec68ea4p778a0999mb389f9db/custom/web-pixel-129106223@13/sandbox/modern/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSlZDS1ozWEpBNTBYNFRHNk1CNjVBQkg2,1,1,0,0.00,415.42,0,2026-03-13 11:32:59.156073+00,0
8725,2025-06-26,landing_page,/wpm@b83df233w7ec68ea4p778a0999mb389f9db/custom/web-pixel-129106223@13/sandbox/modern/products/kit-mordida-de-dragao-spirulina-3x,1,1,1,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8726,2025-06-26,landing_page,/wpm@ebc27a1fw2f3b1554p09c4d95dme8ac09b9/custom/web-pixel-129106223@13/sandbox/modern/collections/all,1,1,1,1.00,5.12,0,2026-03-13 11:32:59.156073+00,0
8020,2025-06-26,city,Ashburn,10,10,10,0.00,26.04,0,2026-03-13 11:32:59.156073+00,0
8028,2025-06-26,city,Forest City,7,7,6,0.29,20.00,0,2026-03-13 11:32:59.156073+00,0
8029,2025-06-26,city,Prineville,7,7,7,0.00,29.77,0,2026-03-13 11:32:59.156073+00,0
8033,2025-06-26,city,Natal,6,6,6,0.67,4.14,0,2026-03-13 11:32:59.156073+00,0
8034,2025-06-26,city,Nova Iguacu,6,6,6,0.83,1.60,0,2026-03-13 11:32:59.156073+00,0
8035,2025-06-26,city,Sao Joao de Meriti,6,6,5,0.50,781.76,0,2026-03-13 11:32:59.156073+00,0
8042,2025-06-26,city,Fort Worth,5,5,5,0.00,22.50,0,2026-03-13 11:32:59.156073+00,0
8043,2025-06-26,city,Fortaleza,5,4,3,0.60,1.25,0,2026-03-13 11:32:59.156073+00,0
8044,2025-06-26,city,Sao Goncalo,5,5,6,0.40,5.20,0,2026-03-13 11:32:59.156073+00,0
8061,2025-06-26,city,Juiz de Fora,4,4,4,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8062,2025-06-26,city,Niteroi,4,4,4,0.25,467.11,0,2026-03-13 11:32:59.156073+00,0
7981,2025-06-27,device,mobile,270,266,259,0.50,52.40,1,2026-03-13 11:32:59.156073+00,0
7986,2025-06-27,device,desktop,49,40,25,0.45,214.07,0,2026-03-13 11:32:59.156073+00,0
7992,2025-06-27,device,tablet,1,1,1,0.00,6.27,0,2026-03-13 11:32:59.156073+00,0
8000,2025-06-27,city,Sao Paulo,57,54,51,0.42,57.65,0,2026-03-13 11:32:59.156073+00,0
8002,2025-06-27,city,Rio de Janeiro,45,40,36,0.51,181.10,0,2026-03-13 11:32:59.156073+00,0
8006,2025-06-27,city,(not set),28,28,28,0.61,98.66,0,2026-03-13 11:32:59.156073+00,0
8046,2025-06-27,city,Sorocaba,5,5,5,0.80,2.53,0,2026-03-13 11:32:59.156073+00,0
8047,2025-06-27,city,Vitoria,5,2,1,0.40,305.42,0,2026-03-13 11:32:59.156073+00,0
8066,2025-06-27,city,Juiz de Fora,4,4,3,0.50,59.85,0,2026-03-13 11:32:59.156073+00,0
8067,2025-06-27,city,Nova Iguacu,4,4,4,0.00,9.74,0,2026-03-13 11:32:59.156073+00,0
8068,2025-06-27,city,Sao Goncalo,4,4,4,0.50,1.27,0,2026-03-13 11:32:59.156073+00,0
8098,2025-06-27,city,Ashburn,3,3,3,0.33,8.03,0,2026-03-13 11:32:59.156073+00,0
8099,2025-06-27,city,Campos dos Goytacazes,3,3,3,0.67,1.02,0,2026-03-13 11:32:59.156073+00,0
8100,2025-06-27,city,Carapicuiba,3,3,3,0.33,49.96,0,2026-03-13 11:32:59.156073+00,0
8101,2025-06-27,city,Duque de Caxias,3,3,3,0.67,0.31,0,2026-03-13 11:32:59.156073+00,0
8102,2025-06-27,city,Fortaleza,3,3,2,0.67,90.51,0,2026-03-13 11:32:59.156073+00,0
8103,2025-06-27,city,Ibiuna,3,3,3,0.67,4.62,0,2026-03-13 11:32:59.156073+00,0
8104,2025-06-27,city,Paty do Alferes,3,3,2,0.67,0.00,0,2026-03-13 11:32:59.156073+00,0
8105,2025-06-27,city,Salvador,3,3,3,0.67,1.72,0,2026-03-13 11:32:59.156073+00,0
8106,2025-06-27,city,Sao Joao de Meriti,3,3,2,0.00,897.55,0,2026-03-13 11:32:59.156073+00,0
8107,2025-06-27,city,Saquarema,3,3,3,0.67,0.19,0,2026-03-13 11:32:59.156073+00,0
8167,2025-06-27,city,Ananindeua,2,2,2,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8168,2025-06-27,city,Anapolis,2,2,2,1.00,2.51,0,2026-03-13 11:32:59.156073+00,0
8169,2025-06-27,city,Arcoverde,2,2,2,1.00,2.56,0,2026-03-13 11:32:59.156073+00,0
8170,2025-06-27,city,Barretos,2,1,1,0.00,0.08,0,2026-03-13 11:32:59.156073+00,0
8171,2025-06-27,city,Birigui,2,2,1,0.00,246.18,0,2026-03-13 11:32:59.156073+00,0
8172,2025-06-27,city,Brasilia,2,2,2,0.00,4.98,0,2026-03-13 11:32:59.156073+00,0
8173,2025-06-27,city,Canela,2,1,0,0.50,4.03,0,2026-03-13 11:32:59.156073+00,0
8174,2025-06-27,city,Colombo,2,2,2,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8175,2025-06-27,city,Cuiaba,2,2,2,0.00,0.16,0,2026-03-13 11:32:59.156073+00,0
8176,2025-06-27,city,Feira de Santana,2,2,2,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8177,2025-06-27,city,Flint Hill,2,2,2,0.00,22.75,0,2026-03-13 11:32:59.156073+00,0
8178,2025-06-27,city,Hyderabad,2,2,2,0.00,8.47,0,2026-03-13 11:32:59.156073+00,0
8179,2025-06-27,city,Ibirite,2,2,2,0.50,2.46,0,2026-03-13 11:32:59.156073+00,0
8180,2025-06-27,city,Ipira,2,2,2,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8181,2025-06-27,city,Itapecerica da Serra,2,2,2,0.00,3.51,0,2026-03-13 11:32:59.156073+00,0
8182,2025-06-27,city,Lagarto,2,2,2,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8183,2025-06-27,city,Limeira,2,2,2,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8184,2025-06-27,city,Londrina,2,2,2,1.00,2.52,0,2026-03-13 11:32:59.156073+00,0
8185,2025-06-27,city,Manhuacu,2,2,2,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8186,2025-06-27,city,Moreno,2,2,2,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8187,2025-06-27,city,Morgan,2,2,2,0.50,421.94,0,2026-03-13 11:32:59.156073+00,0
8188,2025-06-27,city,Mossoro,2,2,2,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8189,2025-06-27,city,Olinda,2,2,2,1.00,2.60,0,2026-03-13 11:32:59.156073+00,0
8190,2025-06-27,city,Pelotas,2,2,2,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8191,2025-06-27,city,Prineville,2,2,1,0.50,29.15,0,2026-03-13 11:32:59.156073+00,0
8192,2025-06-27,city,Propria,2,2,2,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8193,2025-06-27,city,Recife,2,2,2,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8194,2025-06-27,city,Rio Verde,2,2,2,1.00,2.52,0,2026-03-13 11:32:59.156073+00,0
8195,2025-06-27,city,Sabara,2,2,2,1.00,2.70,0,2026-03-13 11:32:59.156073+00,0
8196,2025-06-27,city,Santo Andre,2,2,2,0.00,84.75,0,2026-03-13 11:32:59.156073+00,0
8197,2025-06-27,city,Sao Joao da Barra,2,2,2,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8198,2025-06-27,city,Sao Luis,2,2,2,0.50,4.94,0,2026-03-13 11:32:59.156073+00,0
8199,2025-06-27,city,Sao Luiz Gonzaga,2,2,2,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8200,2025-06-27,city,Sao Vicente,2,2,2,0.50,4.98,0,2026-03-13 11:32:59.156073+00,0
8201,2025-06-27,city,Teresopolis,2,2,2,0.50,7.06,0,2026-03-13 11:32:59.156073+00,0
8202,2025-06-27,city,Valinhos,2,2,2,0.50,4.62,0,2026-03-13 11:32:59.156073+00,0
8203,2025-06-27,city,Varzea Grande,2,2,2,0.50,4.91,0,2026-03-13 11:32:59.156073+00,0
8387,2025-06-27,city,Altoona,1,1,1,0.00,29.14,0,2026-03-13 11:32:59.156073+00,0
8388,2025-06-27,city,Amparo,1,1,1,0.00,5.74,0,2026-03-13 11:32:59.156073+00,0
8389,2025-06-27,city,Araruama,1,1,1,0.00,5.49,0,2026-03-13 11:32:59.156073+00,0
8390,2025-06-27,city,Aruja,1,1,1,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8391,2025-06-27,city,Bebedouro,1,1,2,0.00,20.15,0,2026-03-13 11:32:59.156073+00,0
8392,2025-06-27,city,Belem,1,1,1,0.00,0.01,0,2026-03-13 11:32:59.156073+00,0
8393,2025-06-27,city,Cajamar,1,1,0,0.00,2196.47,0,2026-03-13 11:32:59.156073+00,0
8394,2025-06-27,city,Campinas,1,1,1,0.00,0.05,0,2026-03-13 11:32:59.156073+00,0
8395,2025-06-27,city,Campo Limpo Paulista,1,1,1,0.00,0.17,0,2026-03-13 11:32:59.156073+00,0
8396,2025-06-27,city,Candido Mota,1,1,1,0.00,5.28,0,2026-03-13 11:32:59.156073+00,0
8397,2025-06-27,city,Castanhal,1,1,1,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8398,2025-06-27,city,Cataguases,1,1,1,0.00,6.35,0,2026-03-13 11:32:59.156073+00,0
8399,2025-06-27,city,Eusebio,1,1,1,0.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8400,2025-06-27,city,Florianopolis,1,1,1,0.00,174.93,0,2026-03-13 11:32:59.156073+00,0
8401,2025-06-27,city,Franca,1,1,1,0.00,86.81,0,2026-03-13 11:32:59.156073+00,0
8402,2025-06-27,city,Garanhuns,1,1,1,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8403,2025-06-27,city,Guaira,1,1,0,0.00,326.71,1,2026-03-13 11:32:59.156073+00,0
8404,2025-06-27,city,Guaruja,1,1,1,0.00,10.38,0,2026-03-13 11:32:59.156073+00,0
8405,2025-06-27,city,Guarulhos,1,1,1,0.00,4.95,0,2026-03-13 11:32:59.156073+00,0
8406,2025-06-27,city,Itaperuna,1,1,0,0.00,5.39,0,2026-03-13 11:32:59.156073+00,0
8407,2025-06-27,city,Ituiutaba,1,1,1,0.00,0.26,0,2026-03-13 11:32:59.156073+00,0
8408,2025-06-27,city,Iturama,1,1,1,0.00,0.14,0,2026-03-13 11:32:59.156073+00,0
8409,2025-06-27,city,Jacobina,1,1,1,0.00,0.40,0,2026-03-13 11:32:59.156073+00,0
8410,2025-06-27,city,Joinville,1,1,1,0.00,5.71,0,2026-03-13 11:32:59.156073+00,0
8411,2025-06-27,city,Lages,1,1,1,0.00,374.32,0,2026-03-13 11:32:59.156073+00,0
8412,2025-06-27,city,Los Banos,1,1,1,0.00,116.27,0,2026-03-13 11:32:59.156073+00,0
8413,2025-06-27,city,Lulea,1,1,1,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8414,2025-06-27,city,Macae,1,1,1,0.00,5.28,0,2026-03-13 11:32:59.156073+00,0
8415,2025-06-27,city,Maceio,1,1,1,0.00,0.30,0,2026-03-13 11:32:59.156073+00,0
8416,2025-06-27,city,Marica,1,1,1,0.00,5.72,0,2026-03-13 11:32:59.156073+00,0
8417,2025-06-27,city,Maringa,1,1,1,0.00,36.04,0,2026-03-13 11:32:59.156073+00,0
8418,2025-06-27,city,Matao,1,1,1,0.00,5.25,0,2026-03-13 11:32:59.156073+00,0
8419,2025-06-27,city,Miguel Pereira,1,1,0,0.00,151.41,0,2026-03-13 11:32:59.156073+00,0
8420,2025-06-27,city,Osasco,1,1,1,0.00,7.26,0,2026-03-13 11:32:59.156073+00,0
8421,2025-06-27,city,Parnamirim,1,1,1,0.00,5.84,0,2026-03-13 11:32:59.156073+00,0
8422,2025-06-27,city,Pirapora do Bom Jesus,1,1,1,0.00,6.57,0,2026-03-13 11:32:59.156073+00,0
8423,2025-06-27,city,Prata,1,1,1,0.00,1.93,0,2026-03-13 11:32:59.156073+00,0
8424,2025-06-27,city,Rio Claro,1,1,1,0.00,7.44,0,2026-03-13 11:32:59.156073+00,0
8425,2025-06-27,city,Santarem,1,1,1,0.00,0.28,0,2026-03-13 11:32:59.156073+00,0
8426,2025-06-27,city,Santos,1,1,1,0.00,0.20,0,2026-03-13 11:32:59.156073+00,0
8427,2025-06-27,city,Sao Caetano do Sul,1,1,1,1.00,0.14,0,2026-03-13 11:32:59.156073+00,0
8428,2025-06-27,city,Sao Jose dos Campos,1,1,1,0.00,8.18,0,2026-03-13 11:32:59.156073+00,0
8429,2025-06-27,city,Sertaozinho,1,1,1,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8430,2025-06-27,city,Social Circle,1,1,0,1.00,0.00,0,2026-03-13 11:32:59.156073+00,0
8431,2025-06-27,city,Taubate,1,1,1,0.00,0.24,0,2026-03-13 11:32:59.156073+00,0
8432,2025-06-27,city,Tres Rios,1,1,1,0.00,0.31,0,2026-03-13 11:32:59.156073+00,0
8433,2025-06-27,city,Viamao,1,1,1,0.00,7.14,0,2026-03-13 11:32:59.156073+00,0
8597,2025-06-27,landing_page,/collections/all,137,137,134,0.35,72.05,0,2026-03-13 11:32:59.156073+00,0
8610,2025-06-27,landing_page,/wpm@6f677fd0w3c093ab1p02f691e5m32dd6af7/custom/web-pixel-129106223@13/sandbox/modern/collections/all,35,35,34,0.77,2.23,0,2026-03-13 11:32:59.156073+00,0
8614,2025-06-27,landing_page,/,29,27,18,0.17,315.31,0,2026-03-13 11:32:59.156073+00,0
8615,2025-06-27,landing_page,/wpm@b83df233w7ec68ea4p778a0999mb389f9db/custom/web-pixel-129106223@13/sandbox/modern/collections/all,26,26,25,0.92,54.65,0,2026-03-13 11:32:59.156073+00,0
8618,2025-06-27,landing_page,/collections/produtos,18,18,17,0.61,29.07,0,2026-03-13 11:32:59.156073+00,0
8623,2025-06-27,landing_page,(not set),12,10,0,1.00,0.03,0,2026-03-13 11:32:59.156073+00,0
8629,2025-06-27,landing_page,/products/comida-de-dragao-original,9,9,9,0.11,113.73,1,2026-03-13 11:32:59.156073+00,0
8646,2025-06-27,landing_page,/wpm@6f677fd0w3c093ab1p02f691e5m32dd6af7/custom/web-pixel-129106223@13/sandbox/modern/collections/produtos,5,5,5,0.80,1.08,0,2026-03-13 11:32:59.156073+00,0
8647,2025-06-27,landing_page,/wpm@b83df233w7ec68ea4p778a0999mb389f9db/custom/web-pixel-129106223@13/sandbox/modern,5,5,5,0.20,230.88,0,2026-03-13 11:32:59.156073+00,0
